# 6476, Index, A, B, C
2.700000000000000000e+01,2.356899093347366403e+01,-3.039037408440502475e+01
2.800000000000000000e+01,2.284544051910496165e+01,-3.170897781661658144e+01
2.900000000000000000e+01,1.502866477684904645e+01,-4.836549105085157407e+01
3.000000000000000000e+01,1.490851347657393511e+01,-4.563207695193066371e+01
3.100000000000000000e+01,6.365563614115878011e+00,-1.139905700041930174e+02
3.200000000000000000e+01,4.505582326767337165e+00,-1.606696073613372846e+02
3.300000000000000000e+01,4.159247206273911424e+00,-1.751580540932299925e+02
3.400000000000000000e+01,3.959298148860977751e+00,-1.829126593749042513e+02
3.500000000000000000e+01,3.913245554792245784e+00,-1.853902064191680665e+02
3.600000000000000000e+01,4.079234617150570230e+00,-1.804031438152222790e+02
3.700000000000000000e+01,4.505212874735156525e+00,-1.590812843320054526e+02
3.800000000000000000e+01,4.891016683880375915e+00,-1.463746436750515443e+02
3.900000000000000000e+01,5.106798582473334847e+00,-1.408073085503213804e+02
8.000000000000000000e+01,4.381751475082095837e+00,-1.601203232367236069e+02
8.100000000000000000e+01,3.932872141955114920e+00,-1.802443026403501563e+02
8.900000000000000000e+01,3.896814227711069556e+00,-1.804027801551080756e+02
9.000000000000000000e+01,4.003439976384381538e+00,-1.744536398986965366e+02
9.100000000000000000e+01,4.365649642340241776e+00,-1.540136976022296551e+02
1.170000000000000000e+02,1.675456390980360766e+01,-4.376763839838580594e+01
1.180000000000000000e+02,1.778054036554909345e+01,-4.123900303629909558e+01
1.190000000000000000e+02,2.012817660329036684e+01,-3.616164548959232405e+01
1.200000000000000000e+02,2.356279445834814368e+01,-3.046560468694138279e+01
1.210000000000000000e+02,2.307348837530678409e+01,-3.167290512942657088e+01
1.220000000000000000e+02,1.501906212597050150e+01,-4.801259616954039444e+01
1.230000000000000000e+02,1.501396886635838968e+01,-4.608514570713049352e+01
1.240000000000000000e+02,8.563218714714190938e+00,-8.596895375188408650e+01
1.250000000000000000e+02,4.726743238681723192e+00,-1.530579423966833588e+02
1.260000000000000000e+02,4.307850083358969684e+00,-1.374774607462345557e+02
1.270000000000000000e+02,4.085384870375142086e+00,-1.790593853080328302e+02
1.280000000000000000e+02,3.972985219980528004e+00,-1.702297590974963271e+02
1.290000000000000000e+02,3.908755836104145232e+00,-1.679716947056654988e+02
1.300000000000000000e+02,3.915503422218161500e+00,-1.620760582399421139e+02
1.310000000000000000e+02,3.955218728345354595e+00,-1.836997892924270275e+02
1.320000000000000000e+02,3.971881478919724984e+00,-1.529169422869710218e+02
1.330000000000000000e+02,3.951180854524424024e+00,-1.580473959209295458e+02
1.340000000000000000e+02,3.903603246478825728e+00,-1.837470438107447421e+02
1.350000000000000000e+02,3.886277600149071532e+00,-1.869434545682916848e+02
1.740000000000000000e+02,4.628309258458278563e+00,-1.546422487480859900e+02
1.750000000000000000e+02,4.262924222833438748e+00,-1.671728229530437488e+02
1.760000000000000000e+02,4.054967390552230988e+00,-1.789019538361750676e+02
1.830000000000000000e+02,4.902327501350277394e+00,-1.472380852764099473e+02
2.010000000000000000e+02,1.478814508131721883e+00,-4.883216627472303344e+02
2.020000000000000000e+02,2.890684625201110247e+00,-2.456385292960892741e+02
2.030000000000000000e+02,5.788707377356509198e+00,-1.211620644956579298e+02
2.040000000000000000e+02,9.097411873833266327e+00,-7.835061561104056693e+01
2.050000000000000000e+02,1.093141994375066162e+01,-6.672526549390688899e+01
2.060000000000000000e+02,1.178432726127105212e+01,-6.213542215644758215e+01
2.070000000000000000e+02,1.217947106298772653e+01,-6.017567043072535427e+01
2.080000000000000000e+02,1.228953161498837154e+01,-6.012714736145080252e+01
2.090000000000000000e+02,1.370640354688952378e+01,-5.314662624324211748e+01
2.100000000000000000e+02,1.528549849008674499e+01,-4.759234890192333012e+01
2.110000000000000000e+02,1.650326701609214552e+01,-4.391008814952594008e+01
2.120000000000000000e+02,1.765706872671258054e+01,-4.106313799726719083e+01
2.130000000000000000e+02,1.995747339082568672e+01,-3.605099207602416556e+01
2.140000000000000000e+02,2.394917551022889057e+01,-3.037912457995404480e+01
2.150000000000000000e+02,1.778320477875624661e+01,-4.096164397326645457e+01
2.160000000000000000e+02,1.509079420198703225e+01,-4.791547379408468998e+01
2.170000000000000000e+02,1.251084446914128279e+01,-5.930869651602027659e+01
2.180000000000000000e+02,7.454468045306229307e+00,-9.855902764101931268e+01
2.190000000000000000e+02,4.763025073515136931e+00,-1.530789490698606699e+02
2.200000000000000000e+02,4.367629466062197707e+00,-1.355099024431927432e+02
2.210000000000000000e+02,4.236373691767029825e+00,-1.694500867848333598e+02
2.220000000000000000e+02,4.123193915008334542e+00,-1.792416968350650848e+02
2.230000000000000000e+02,4.075459457088408399e+00,-1.744757633456997894e+02
2.240000000000000000e+02,4.068174874666158125e+00,-1.789979071594749485e+02
2.250000000000000000e+02,4.085074344204261187e+00,-1.790566397302337975e+02
2.260000000000000000e+02,4.184890231593723087e+00,-1.467291446236793320e+02
2.270000000000000000e+02,4.319661182773385733e+00,-1.630849674829838705e+02
2.280000000000000000e+02,4.690740402370003004e+00,-1.545779654188762890e+02
2.290000000000000000e+02,7.911948576179421266e+00,-8.760721289233116238e+01
2.940000000000000000e+02,4.281038672425331981e+00,-2.628903291327097103e-01
2.950000000000000000e+02,2.128824600499440223e+00,-3.419229485524389816e+02
2.960000000000000000e+02,3.699159783975571880e+00,-1.673922334311406814e+02
2.970000000000000000e+02,6.292537147756918969e+00,-1.166943228423952092e+02
2.980000000000000000e+02,9.787340499825287310e+00,-7.401144822563665571e+01
2.990000000000000000e+02,1.096901015401873991e+01,-6.626281986962071358e+01
3.000000000000000000e+02,1.184383521141261930e+01,5.765262606193946482e+01
3.010000000000000000e+02,1.212710234688472610e+01,-6.091699258996148814e+01
3.020000000000000000e+02,1.200295122465559317e+01,-6.010141051851496741e+01
3.030000000000000000e+02,1.329783188514064740e+01,-5.526001852049419227e+01
