  22.500, 132.000,  15.000,  24.000, 0.333001, 1.2588E-01, 1.2114E-01, 1.1741E-01, 1.1158E-01, 1.0723E-01, 1.0392E-01, 1.0097E-01, 9.7844E-02, 8.9214E-02, 7.8469E-02, 7.0135E-02, 5.8093E-02, 5.0370E-02, 4.5178E-02, 4.1555E-02, 3.8911E-02, 3.4050E-02, 3.0117E-02, 2.7669E-02, 2.3795E-02, 2.0591E-02, 1.7796E-02, 1.5293E-02, 1.2949E-02, 7.3905E-03, 2.7788E-03, 1.0364E-03, 1.5635E-04, 2.9088E-05, 1.1096E-01, 8.2140E-02, 6.8078E-02, 5.0601E-02, 3.7623E-02, 2.9227E-02, 2.9784E-02, 3.2742E-02, 2.5519E-02, 1.8339E-02, 1.5239E-02, 9.6453E-03, 6.2141E-03, 4.3489E-03, 3.0191E-03, 2.3171E-03, 1.1333E-03, 5.4862E-04, 4.4000E-04, 3.4496E-04, 2.9907E-04, 2.6216E-04, 2.3942E-04, 2.2968E-04, 1.5103E-04, 5.5437E-05, 2.1246E-05, 3.0468E-06, 4.2512E-07
  22.500, 156.000,  15.000,  24.000, 0.333001, 1.1904E-01, 1.1503E-01, 1.1185E-01, 1.0682E-01, 1.0300E-01, 1.0004E-01, 9.7367E-02, 9.4516E-02, 8.6460E-02, 7.6172E-02, 6.8050E-02, 5.6156E-02, 4.8477E-02, 4.3303E-02, 3.9694E-02, 3.7066E-02, 3.2252E-02, 2.8383E-02, 2.5991E-02, 2.2245E-02, 1.9180E-02, 1.6526E-02, 1.4161E-02, 1.1954E-02, 6.7505E-03, 2.4889E-03, 9.1028E-04, 1.3234E-04, 2.3687E-05, 9.3507E-02, 6.9697E-02, 5.8296E-02, 4.3998E-02, 3.3405E-02, 2.6417E-02, 2.6945E-02, 3.0066E-02, 2.4200E-02, 1.7719E-02, 1.4979E-02, 9.5726E-03, 6.1917E-03, 4.3343E-03, 3.0051E-03, 2.2998E-03, 1.1192E-03, 5.3760E-04, 4.2855E-04, 3.3143E-04, 2.8484E-04, 2.4824E-04, 2.2580E-04, 2.1596E-04, 1.4072E-04, 5.0716E-05, 1.9016E-05, 2.6382E-06, 3.5414E-07
  22.500, 180.000,  15.000,  24.000, 0.333001, 2.1619E-01, 2.0399E-01, 1.9454E-01, 1.8013E-01, 1.6970E-01, 1.6194E-01, 1.5522E-01, 1.4843E-01, 1.3051E-01, 1.0881E-01, 9.2502E-02, 6.9821E-02, 5.5781E-02, 4.6666E-02, 4.0545E-02, 3.6325E-02, 2.9183E-02, 2.4013E-02, 2.1183E-02, 1.7333E-02, 1.4520E-02, 1.2218E-02, 1.0245E-02, 8.4649E-03, 4.5080E-03, 1.5333E-03, 5.2122E-04, 6.4310E-05, 9.4017E-06, 2.8738E-01, 2.0981E-01, 1.7128E-01, 1.2282E-01, 8.9232E-02, 6.7824E-02, 6.6508E-02, 6.9312E-02, 5.2018E-02, 3.6679E-02, 2.9206E-02, 1.7844E-02, 1.1091E-02, 7.5037E-03, 4.9855E-03, 3.5705E-03, 1.5759E-03, 6.7702E-04, 4.7629E-04, 3.1549E-04, 2.5233E-04, 2.1082E-04, 1.8523E-04, 1.7129E-04, 1.0244E-04, 3.3597E-05, 1.1693E-05, 1.4328E-06, 1.5710E-07
  22.500, 204.000,  15.000,  24.000, 0.333001, 5.9366E-01, 5.3515E-01, 4.9063E-01, 4.2414E-01, 3.7697E-01, 3.4209E-01, 3.1391E-01, 2.8889E-01, 2.3388E-01, 1.7863E-01, 1.4226E-01, 9.6490E-02, 7.0025E-02, 5.3647E-02, 4.3056E-02, 3.6067E-02, 2.4978E-02, 1.7752E-02, 1.4357E-02, 1.0584E-02, 8.2886E-03, 6.5936E-03, 5.2426E-03, 4.1041E-03, 1.8899E-03, 5.3112E-04, 1.5162E-04, 1.1844E-05, 8.5585E-07, 1.4032E+00, 9.8913E-01, 8.0632E-01, 5.5578E-01, 4.0321E-01, 3.0281E-01, 2.6300E-01, 2.3836E-01, 1.4227E-01, 8.6945E-02, 6.1262E-02, 3.4584E-02, 2.0289E-02, 1.3229E-02, 8.4530E-03, 5.7649E-03, 2.3364E-03, 8.8223E-04, 5.2390E-04, 2.7417E-04, 1.9342E-04, 1.4914E-04, 1.2272E-04, 1.0582E-04, 5.1454E-05, 1.3547E-05, 3.9819E-06, 3.6058E-07, 1.9542E-08
  22.500, 228.000,  15.000,  24.000, 0.333001, 1.5555E+00, 1.3375E+00, 1.1752E+00, 9.3853E-01, 7.7748E-01, 6.6233E-01, 5.7565E-01, 5.0680E-01, 3.7446E-01, 2.6066E-01, 1.9522E-01, 1.2144E-01, 8.1928E-02, 5.8636E-02, 4.4035E-02, 3.4665E-02, 2.0422E-02, 1.1889E-02, 8.3727E-03, 5.1630E-03, 3.5858E-03, 2.5766E-03, 1.8575E-03, 1.3090E-03, 4.3194E-04, 6.8167E-05, 1.0665E-05, 4.5376E-07, 0.0000E+00, 5.3346E+00, 3.6105E+00, 2.9377E+00, 1.9332E+00, 1.3505E+00, 9.8514E-01, 7.6443E-01, 6.2129E-01, 3.1372E-01, 1.6669E-01, 1.0317E-01, 5.3195E-02, 2.9321E-02, 1.8491E-02, 1.1478E-02, 7.6223E-03, 2.8976E-03, 9.8085E-04, 5.0164E-04, 2.0401E-04, 1.2226E-04, 8.3470E-05, 6.2053E-05, 4.8557E-05, 1.7106E-05, 2.6302E-06, 4.1520E-07, 1.1777E-08, 0.0000E+00
  22.500, 252.000,  15.000,  24.000, 0.333001, 3.2231E+00, 2.6328E+00, 2.2135E+00, 1.6345E+00, 1.2679E+00, 1.0202E+00, 8.4428E-01, 7.1390E-01, 4.8510E-01, 3.1000E-01, 2.2000E-01, 1.2869E-01, 8.3463E-02, 5.8016E-02, 4.2440E-02, 3.2593E-02, 1.7997E-02, 9.6626E-03, 6.4430E-03, 3.7112E-03, 2.4558E-03, 1.6912E-03, 1.1704E-03, 7.8873E-04, 2.1759E-04, 2.0971E-05, 1.3662E-06, 6.5864E-09, 0.0000E+00, 1.4875E+01, 9.4955E+00, 7.4594E+00, 4.5526E+00, 2.9679E+00, 2.0717E+00, 1.4958E+00, 1.1374E+00, 5.0823E-01, 2.4234E-01, 1.3357E-01, 6.2640E-02, 3.2511E-02, 1.9880E-02, 1.2140E-02, 7.9535E-03, 2.9043E-03, 9.2711E-04, 4.4274E-04, 1.6626E-04, 9.4855E-05, 6.1677E-05, 4.3997E-05, 3.3137E-05, 1.0492E-05, 1.1454E-06, 8.9878E-08, 2.8886E-10, 0.0000E+00
  22.500, 276.000,  15.000,  24.000, 0.333001, 4.3026E+00, 3.4113E+00, 2.7960E+00, 1.9756E+00, 1.4788E+00, 1.1549E+00, 9.3125E-01, 7.7051E-01, 4.9977E-01, 3.0417E-01, 2.0991E-01, 1.2087E-01, 7.9217E-02, 5.6506E-02, 4.2733E-02, 3.3990E-02, 2.0901E-02, 1.3279E-02, 1.0186E-02, 7.2140E-03, 5.5892E-03, 4.4489E-03, 3.5654E-03, 2.8203E-03, 1.3237E-03, 3.7428E-04, 1.0473E-04, 6.9533E-06, 3.5180E-07, 2.2819E+01, 1.4111E+01, 1.0805E+01, 6.3047E+00, 3.9307E+00, 2.6748E+00, 1.8700E+00, 1.3817E+00, 5.8315E-01, 2.6267E-01, 1.3460E-01, 5.8839E-02, 2.9272E-02, 1.7573E-02, 1.0737E-02, 7.0931E-03, 2.6222E-03, 8.6175E-04, 4.4201E-04, 2.0001E-04, 1.3274E-04, 9.8311E-05, 7.9622E-05, 6.9863E-05, 3.5705E-05, 9.5550E-06, 2.8556E-06, 2.4040E-07, 9.1223E-09
  22.500, 300.000,  15.000,  24.000, 0.333001, 3.5296E+00, 2.8103E+00, 2.3127E+00, 1.6471E+00, 1.2422E+00, 9.7720E-01, 7.9370E-01, 6.6138E-01, 4.3735E-01, 2.7397E-01, 1.9409E-01, 1.1714E-01, 8.0336E-02, 5.9853E-02, 4.7255E-02, 3.9149E-02, 2.6712E-02, 1.9103E-02, 1.5743E-02, 1.2080E-02, 9.8054E-03, 8.0777E-03, 6.6693E-03, 5.4434E-03, 2.8285E-03, 9.5098E-04, 3.2258E-04, 3.8174E-05, 5.1127E-06, 1.8393E+01, 1.1401E+01, 8.7477E+00, 5.1275E+00, 3.2106E+00, 2.1914E+00, 1.5371E+00, 1.1394E+00, 4.8453E-01, 2.2072E-01, 1.1515E-01, 5.1439E-02, 2.6192E-02, 1.5986E-02, 9.8824E-03, 6.6284E-03, 2.5427E-03, 8.9254E-04, 5.0600E-04, 2.6758E-04, 1.9473E-04, 1.5391E-04, 1.2925E-04, 1.1648E-04, 6.5659E-05, 2.0793E-05, 7.2909E-06, 8.8924E-07, 8.9323E-08
  22.500, 324.000,  15.000,  24.000, 0.333001, 2.7056E+00, 2.1942E+00, 1.8346E+00, 1.3440E+00, 1.0378E+00, 8.3316E-01, 6.8899E-01, 5.8305E-01, 3.9892E-01, 2.5954E-01, 1.8870E-01, 1.1765E-01, 8.2455E-02, 6.2427E-02, 4.9948E-02, 4.1847E-02, 2.9272E-02, 2.1425E-02, 1.7873E-02, 1.3885E-02, 1.1344E-02, 9.3876E-03, 7.7794E-03, 6.3725E-03, 3.3481E-03, 1.1447E-03, 3.9506E-04, 4.9020E-05, 7.0045E-06, 1.2963E+01, 8.1793E+00, 6.3642E+00, 3.8306E+00, 2.4608E+00, 1.7053E+00, 1.2199E+00, 9.2069E-01, 4.0626E-01, 1.9202E-01, 1.0435E-01, 4.8521E-02, 2.5425E-02, 1.5757E-02, 9.8415E-03, 6.6513E-03, 2.5947E-03, 9.3215E-04, 5.4241E-04, 2.9632E-04, 2.1936E-04, 1.7518E-04, 1.4804E-04, 1.3395E-04, 7.6420E-05, 2.4660E-05, 8.7632E-06, 1.1051E-06, 1.1843E-07
  22.500, 348.000,  15.000,  24.000, 0.333001, 2.8137E+00, 2.2910E+00, 1.9215E+00, 1.4138E+00, 1.0946E+00, 8.8004E-01, 7.2820E-01, 6.1621E-01, 4.2102E-01, 2.7283E-01, 1.9735E-01, 1.2154E-01, 8.4003E-02, 6.2685E-02, 4.9443E-02, 4.0883E-02, 2.7681E-02, 1.9517E-02, 1.5888E-02, 1.1970E-02, 9.5806E-03, 7.7945E-03, 6.3571E-03, 5.1171E-03, 2.5386E-03, 7.8822E-04, 2.4426E-04, 2.2151E-05, 1.9669E-06, 1.3209E+01, 8.3848E+00, 6.5602E+00, 3.9789E+00, 2.5749E+00, 1.7919E+00, 1.2879E+00, 9.7456E-01, 4.3139E-01, 2.0443E-01, 1.1128E-01, 5.1803E-02, 2.7089E-02, 1.6752E-02, 1.0423E-02, 7.0082E-03, 2.7125E-03, 9.6424E-04, 5.4673E-04, 2.8316E-04, 2.0292E-04, 1.5785E-04, 1.3125E-04, 1.1736E-04, 6.3262E-05, 1.8574E-05, 6.0582E-06, 6.2150E-07, 4.1388E-08
  37.500,  12.000,  15.000,  24.000, 0.529729, 1.7069E+00, 1.4882E+00, 1.3234E+00, 1.0801E+00, 9.1209E-01, 7.9036E-01, 6.9708E-01, 6.2164E-01, 4.7429E-01, 3.4506E-01, 2.6992E-01, 1.8495E-01, 1.3889E-01, 1.1116E-01, 9.3310E-02, 8.1401E-02, 6.2204E-02, 4.9480E-02, 4.3233E-02, 3.5419E-02, 2.9920E-02, 2.5439E-02, 2.1595E-02, 1.8103E-02, 1.0120E-02, 3.7491E-03, 1.3903E-03, 2.0457E-04, 3.6087E-05, 5.3193E+00, 3.6455E+00, 2.9968E+00, 2.0034E+00, 1.4179E+00, 1.0489E+00, 8.3171E-01, 6.8558E-01, 3.5285E-01, 1.9123E-01, 1.1856E-01, 6.1409E-02, 3.4555E-02, 2.2251E-02, 1.4284E-02, 9.9129E-03, 4.0774E-03, 1.5704E-03, 9.9873E-04, 6.1953E-04, 4.9130E-04, 4.1040E-04, 3.6096E-04, 3.3821E-04, 2.1135E-04, 7.5397E-05, 2.8596E-05, 4.1125E-06, 5.4409E-07
  37.500,  36.000,  15.000,  24.000, 0.529729, 6.3712E+00, 5.2059E+00, 4.3819E+00, 3.2499E+00, 2.5366E+00, 2.0567E+00, 1.7157E+00, 1.4621E+00, 1.0135E+00, 6.6498E-01, 4.8209E-01, 2.9200E-01, 1.9556E-01, 1.4021E-01, 1.0584E-01, 8.3834E-02, 5.0474E-02, 3.0508E-02, 2.2250E-02, 1.4505E-02, 1.0491E-02, 7.7920E-03, 5.7865E-03, 4.2063E-03, 1.5258E-03, 2.7843E-04, 5.0069E-05, 2.7437E-06, 0.0000E+00, 2.9435E+01, 1.8705E+01, 1.4618E+01, 8.8800E+00, 5.7589E+00, 4.0103E+00, 2.9023E+00, 2.2178E+00, 1.0030E+00, 4.8693E-01, 2.7482E-01, 1.3212E-01, 7.0179E-02, 4.3599E-02, 2.6972E-02, 1.7887E-02, 6.7708E-03, 2.2989E-03, 1.1807E-03, 5.0680E-04, 3.1930E-04, 2.2881E-04, 1.7616E-04, 1.4199E-04, 5.5213E-05, 9.9222E-06, 1.7931E-06, 6.5504E-08, 0.0000E+00
  37.500,  60.000,  15.000,  24.000, 0.529729, 6.6438E+00, 5.3615E+00, 4.4663E+00, 3.2553E+00, 2.5067E+00, 2.0107E+00, 1.6630E+00, 1.4079E+00, 9.6388E-01, 6.2714E-01, 4.5508E-01, 2.8086E-01, 1.9412E-01, 1.4479E-01, 1.1417E-01, 9.4411E-02, 6.4031E-02, 4.5394E-02, 3.7203E-02, 2.8426E-02, 2.3082E-02, 1.9055E-02, 1.5764E-02, 1.2895E-02, 6.7785E-03, 2.3363E-03, 8.1582E-04, 1.0594E-04, 1.6375E-05, 3.2603E+01, 2.0443E+01, 1.5790E+01, 9.4064E+00, 5.9846E+00, 4.1201E+00, 2.9363E+00, 2.2181E+00, 9.8075E-01, 4.6429E-01, 2.5474E-01, 1.1957E-01, 6.2683E-02, 3.8765E-02, 2.4082E-02, 1.6161E-02, 6.2257E-03, 2.1867E-03, 1.2271E-03, 6.3280E-04, 4.5448E-04, 3.5822E-04, 3.0319E-04, 2.7206E-04, 1.5381E-04, 4.9824E-05, 1.7863E-05, 2.2921E-06, 2.6570E-07
  37.500,  84.000,  15.000,  24.000, 0.529729, 7.3293E-01, 6.5544E-01, 5.9690E-01, 5.1010E-01, 4.4944E-01, 4.0505E-01, 3.7017E-01, 3.4053E-01, 2.7877E-01, 2.2110E-01, 1.8566E-01, 1.4322E-01, 1.1905E-01, 1.0390E-01, 9.3791E-02, 8.6764E-02, 7.4579E-02, 6.5306E-02, 5.9841E-02, 5.1645E-02, 4.5057E-02, 3.9290E-02, 3.4061E-02, 2.9111E-02, 1.7213E-02, 6.9709E-03, 2.7958E-03, 4.7244E-04, 9.7393E-05, 1.8745E+00, 1.2988E+00, 1.0619E+00, 7.1934E-01, 5.1487E-01, 3.8416E-01, 3.1752E-01, 2.7729E-01, 1.5378E-01, 8.7515E-02, 5.7738E-02, 3.1514E-02, 1.8568E-02, 1.2388E-02, 8.2346E-03, 5.9953E-03, 2.7389E-03, 1.2585E-03, 9.5582E-04, 7.1181E-04, 6.1290E-04, 5.4433E-04, 5.0343E-04, 4.8708E-04, 3.2631E-04, 1.2728E-04, 5.3659E-05, 8.6443E-06, 1.3365E-06
  37.500, 108.000,  15.000,  24.000, 0.529729, 5.3195E-02, 5.2717E-02, 5.2336E-02, 5.1758E-02, 5.1281E-02, 5.0833E-02, 5.0396E-02, 4.9943E-02, 4.8935E-02, 4.8168E-02, 4.7707E-02, 4.6912E-02, 4.6171E-02, 4.5405E-02, 4.4678E-02, 4.4004E-02, 4.2288E-02, 4.0042E-02, 3.7966E-02, 3.4082E-02, 3.0630E-02, 2.7392E-02, 2.4264E-02, 2.1188E-02, 1.3475E-02, 6.2010E-03, 2.7655E-03, 5.4087E-04, 1.2597E-04, 1.0778E-02, 8.5671E-03, 6.8394E-03, 4.9403E-03, 4.6184E-03, 4.3625E-03, 4.3755E-03, 4.6807E-03, 2.4177E-03, 9.6693E-04, 8.8123E-04, 7.2451E-04, 7.5618E-04, 7.7409E-04, 6.8533E-04, 6.6378E-04, 4.9750E-04, 4.0976E-04, 4.2021E-04, 3.6195E-04, 3.3053E-04, 3.1747E-04, 3.0862E-04, 3.0657E-04, 2.1787E-04, 9.7175E-05, 4.8229E-05, 9.1319E-06, 1.5951E-06
  37.500, 132.000,  15.000,  24.000, 0.529729, 3.1689E-02, 3.1369E-02, 3.1111E-02, 3.0716E-02, 3.0396E-02, 3.0110E-02, 2.9835E-02, 2.9544E-02, 2.8890E-02, 2.8409E-02, 2.8139E-02, 2.7697E-02, 2.7287E-02, 2.6847E-02, 2.6436E-02, 2.6078E-02, 2.5181E-02, 2.3926E-02, 2.2706E-02, 2.0488E-02, 1.8610E-02, 1.6833E-02, 1.5039E-02, 1.3227E-02, 8.6145E-03, 4.1338E-03, 1.9034E-03, 3.8524E-04, 9.1970E-05, 7.2226E-03, 5.7387E-03, 4.6453E-03, 3.4096E-03, 3.0195E-03, 2.7165E-03, 2.7766E-03, 3.0544E-03, 1.5582E-03, 5.8479E-04, 5.0308E-04, 3.9215E-04, 4.2781E-04, 4.5126E-04, 3.7568E-04, 3.4016E-04, 2.6550E-04, 2.3873E-04, 2.4878E-04, 2.0001E-04, 1.7702E-04, 1.7839E-04, 1.8046E-04, 1.8177E-04, 1.3144E-04, 6.1287E-05, 3.2357E-05, 6.3938E-06, 1.1448E-06
  37.500, 156.000,  15.000,  24.000, 0.529729, 4.6701E-02, 4.6310E-02, 4.6002E-02, 4.5553E-02, 4.5178E-02, 4.4807E-02, 4.4442E-02, 4.4071E-02, 4.3260E-02, 4.2649E-02, 4.2288E-02, 4.1675E-02, 4.1081E-02, 4.0422E-02, 3.9808E-02, 3.9280E-02, 3.7919E-02, 3.6048E-02, 3.4329E-02, 3.1064E-02, 2.8027E-02, 2.5130E-02, 2.2332E-02, 1.9574E-02, 1.2571E-02, 5.8406E-03, 2.6335E-03, 5.3367E-04, 1.2888E-04, 8.8283E-03, 7.0221E-03, 5.4251E-03, 3.7668E-03, 3.7303E-03, 3.6915E-03, 3.6222E-03, 3.7842E-03, 1.9385E-03, 7.6311E-04, 6.8393E-04, 5.5504E-04, 6.3227E-04, 6.8473E-04, 5.5141E-04, 5.0554E-04, 4.1122E-04, 3.4362E-04, 3.4375E-04, 3.1205E-04, 2.9614E-04, 2.8394E-04, 2.7580E-04, 2.7578E-04, 1.9972E-04, 9.0854E-05, 4.4946E-05, 8.7862E-06, 1.5914E-06
  37.500, 180.000,  15.000,  24.000, 0.529729, 6.8934E-02, 6.8589E-02, 6.8301E-02, 6.7819E-02, 6.7378E-02, 6.6924E-02, 6.6477E-02, 6.6042E-02, 6.5056E-02, 6.4129E-02, 6.3454E-02, 6.2240E-02, 6.1134E-02, 6.0061E-02, 5.9024E-02, 5.7954E-02, 5.5148E-02, 5.2004E-02, 4.9500E-02, 4.4590E-02, 3.9809E-02, 3.5296E-02, 3.1061E-02, 2.6944E-02, 1.6543E-02, 6.9610E-03, 2.8754E-03, 5.1994E-04, 1.1440E-04, 7.7515E-03, 6.1823E-03, 5.4221E-03, 4.3330E-03, 4.4796E-03, 4.5822E-03, 4.3744E-03, 4.3318E-03, 2.5135E-03, 1.3805E-03, 1.3224E-03, 1.1245E-03, 1.0889E-03, 1.0587E-03, 1.0180E-03, 1.1196E-03, 7.9007E-04, 5.0711E-04, 4.9519E-04, 4.8742E-04, 4.6961E-04, 4.3477E-04, 4.1305E-04, 4.1048E-04, 2.9595E-04, 1.2353E-04, 5.3037E-05, 9.1211E-06, 1.5052E-06
  37.500, 204.000,  15.000,  24.000, 0.529729, 3.1261E-01, 2.9783E-01, 2.8641E-01, 2.6907E-01, 2.5636E-01, 2.4675E-01, 2.3826E-01, 2.2937E-01, 2.0462E-01, 1.7303E-01, 1.4843E-01, 1.1334E-01, 9.1293E-02, 7.6867E-02, 6.7141E-02, 6.0422E-02, 4.9008E-02, 4.0667E-02, 3.6045E-02, 2.9689E-02, 2.5007E-02, 2.1148E-02, 1.7818E-02, 1.4793E-02, 7.9884E-03, 2.7737E-03, 9.6058E-04, 1.2226E-04, 1.8365E-05, 3.4640E-01, 2.5566E-01, 2.0538E-01, 1.4834E-01, 1.0963E-01, 8.4555E-02, 8.5237E-02, 9.2440E-02, 7.4307E-02, 5.4427E-02, 4.4765E-02, 2.7873E-02, 1.7508E-02, 1.1910E-02, 7.9308E-03, 5.6887E-03, 2.5278E-03, 1.0994E-03, 7.8245E-04, 5.2337E-04, 4.2159E-04, 3.5455E-04, 3.1366E-04, 2.9206E-04, 1.7776E-04, 5.9656E-05, 2.1191E-05, 2.6856E-06, 3.0255E-07
  37.500, 228.000,  15.000,  24.000, 0.529729, 2.0507E+00, 1.7905E+00, 1.5947E+00, 1.3054E+00, 1.1047E+00, 9.5899E-01, 8.4696E-01, 7.5543E-01, 5.7334E-01, 4.1000E-01, 3.1232E-01, 1.9843E-01, 1.3600E-01, 9.8697E-02, 7.5125E-02, 5.9909E-02, 3.6553E-02, 2.2278E-02, 1.6222E-02, 1.0458E-02, 7.4884E-03, 5.5208E-03, 4.0780E-03, 2.9505E-03, 1.0663E-03, 2.0311E-04, 4.0468E-05, 2.7516E-06, 0.0000E+00, 6.3178E+00, 4.3438E+00, 3.5539E+00, 2.3869E+00, 1.6985E+00, 1.2551E+00, 1.0027E+00, 8.3706E-01, 4.4188E-01, 2.4413E-01, 1.5709E-01, 8.3338E-02, 4.6756E-02, 2.9764E-02, 1.8591E-02, 1.2413E-02, 4.7922E-03, 1.6644E-03, 8.7847E-04, 3.7722E-04, 2.3479E-04, 1.6536E-04, 1.2614E-04, 1.0095E-04, 3.8276E-05, 6.8487E-06, 1.3416E-06, 6.0813E-08, 0.0000E+00
  37.500, 252.000,  15.000,  24.000, 0.529729, 6.1716E+00, 4.9725E+00, 4.1333E+00, 2.9948E+00, 2.2887E+00, 1.8192E+00, 1.4897E+00, 1.2489E+00, 8.3412E-01, 5.2486E-01, 3.7054E-01, 2.1905E-01, 1.4584E-01, 1.0514E-01, 8.0218E-02, 6.4326E-02, 4.0443E-02, 2.6463E-02, 2.0723E-02, 1.5096E-02, 1.1943E-02, 9.6873E-03, 7.9150E-03, 6.3981E-03, 3.2247E-03, 1.0323E-03, 3.3327E-04, 3.4897E-05, 3.9864E-06, 3.0465E+01, 1.9131E+01, 1.4826E+01, 8.8545E+00, 5.6575E+00, 3.9060E+00, 2.7804E+00, 2.0870E+00, 9.0849E-01, 4.2231E-01, 2.2491E-01, 1.0219E-01, 5.2156E-02, 3.1707E-02, 1.9485E-02, 1.2917E-02, 4.7958E-03, 1.5867E-03, 8.2714E-04, 3.8383E-04, 2.6068E-04, 1.9588E-04, 1.6081E-04, 1.4336E-04, 7.8486E-05, 2.3557E-05, 7.9201E-06, 8.7723E-07, 7.5158E-08
  37.500, 276.000,  15.000,  24.000, 0.529729, 4.8867E+00, 3.8995E+00, 3.2166E+00, 2.3034E+00, 1.7483E+00, 1.3854E+00, 1.1341E+00, 9.5274E-01, 6.4468E-01, 4.1910E-01, 3.0810E-01, 2.0004E-01, 1.4758E-01, 1.1785E-01, 9.9287E-02, 8.7181E-02, 6.7936E-02, 5.5179E-02, 4.8926E-02, 4.1037E-02, 3.5269E-02, 3.0391E-02, 2.6101E-02, 2.2152E-02, 1.2991E-02, 5.3161E-03, 2.1918E-03, 4.0223E-04, 9.0653E-05, 2.5247E+01, 1.5647E+01, 1.2003E+01, 7.0337E+00, 4.3989E+00, 3.0002E+00, 2.1045E+00, 1.5639E+00, 6.6771E-01, 3.0541E-01, 1.6081E-01, 7.2693E-02, 3.7693E-02, 2.3422E-02, 1.4646E-02, 9.9820E-03, 4.0664E-03, 1.5845E-03, 9.9117E-04, 6.3635E-04, 5.2611E-04, 4.5390E-04, 4.0648E-04, 3.8415E-04, 2.4515E-04, 9.5079E-05, 4.0241E-05, 6.9443E-06, 1.1738E-06
  37.500, 300.000,  15.000,  24.000, 0.529729, 1.6800E+00, 1.4380E+00, 1.2598E+00, 1.0033E+00, 8.3207E-01, 7.1146E-01, 6.2131E-01, 5.4997E-01, 4.1482E-01, 3.0160E-01, 2.3844E-01, 1.6930E-01, 1.3251E-01, 1.1043E-01, 9.6196E-02, 8.6679E-02, 7.1074E-02, 6.0075E-02, 5.4170E-02, 4.6172E-02, 4.0161E-02, 3.4984E-02, 3.0309E-02, 2.5925E-02, 1.5575E-02, 6.6518E-03, 2.8396E-03, 5.4158E-04, 1.2568E-04, 5.9654E+00, 3.9817E+00, 3.2103E+00, 2.0769E+00, 1.4213E+00, 1.0268E+00, 7.9334E-01, 6.4259E-01, 3.1589E-01, 1.6369E-01, 9.7755E-02, 4.9253E-02, 2.7470E-02, 1.7741E-02, 1.1393E-02, 7.9365E-03, 3.3754E-03, 1.4286E-03, 9.8235E-04, 6.6013E-04, 5.5057E-04, 4.8843E-04, 4.4833E-04, 4.2915E-04, 2.8019E-04, 1.1282E-04, 5.0766E-05, 9.1663E-06, 1.5954E-06
  37.500, 324.000,  15.000,  24.000, 0.529729, 7.5185E-01, 6.7415E-01, 6.1514E-01, 5.2702E-01, 4.6513E-01, 4.1981E-01, 3.8396E-01, 3.5320E-01, 2.8846E-01, 2.2699E-01, 1.8868E-01, 1.4257E-01, 1.1632E-01, 9.9885E-02, 8.9033E-02, 8.1652E-02, 6.9179E-02, 5.9909E-02, 5.4640E-02, 4.7122E-02, 4.1231E-02, 3.6065E-02, 3.1368E-02, 2.6934E-02, 1.6329E-02, 7.0295E-03, 3.0201E-03, 5.8621E-04, 1.3856E-04, 1.8744E+00, 1.3060E+00, 1.0730E+00, 7.3377E-01, 5.2552E-01, 3.9226E-01, 3.2850E-01, 2.8859E-01, 1.6247E-01, 9.4138E-02, 6.2723E-02, 3.4257E-02, 2.0154E-02, 1.3415E-02, 8.7593E-03, 6.2138E-03, 2.7640E-03, 1.2446E-03, 8.9830E-04, 6.3768E-04, 5.4708E-04, 4.8935E-04, 4.5181E-04, 4.3548E-04, 2.8996E-04, 1.1856E-04, 5.3448E-05, 9.7971E-06, 1.7368E-06
  37.500, 348.000,  15.000,  24.000, 0.529729, 7.0849E-01, 6.4243E-01, 5.9193E-01, 5.1590E-01, 4.6174E-01, 4.2159E-01, 3.8918E-01, 3.6064E-01, 2.9886E-01, 2.3818E-01, 1.9918E-01, 1.5106E-01, 1.2322E-01, 1.0564E-01, 9.3985E-02, 8.6011E-02, 7.2447E-02, 6.2481E-02, 5.7026E-02, 4.9330E-02, 4.3183E-02, 3.7751E-02, 3.2827E-02, 2.8171E-02, 1.6941E-02, 7.0892E-03, 2.9678E-03, 5.6287E-04, 1.3102E-04, 1.5846E+00, 1.1165E+00, 9.1938E-01, 6.3734E-01, 4.6326E-01, 3.4942E-01, 3.0136E-01, 2.7078E-01, 1.5785E-01, 9.4484E-02, 6.4811E-02, 3.6125E-02, 2.1504E-02, 1.4384E-02, 9.4313E-03, 6.7371E-03, 3.0162E-03, 1.3152E-03, 9.1100E-04, 6.5867E-04, 5.7657E-04, 5.1331E-04, 4.7331E-04, 4.5826E-04, 3.0902E-04, 1.2473E-04, 5.3438E-05, 9.5072E-06, 1.6597E-06
