timestamp,temperature,rate0,rate1,rate2,rate3,ratev,hv_level,veto_level,id_bit,pps_active,suspended,power_on,scenario,longitude,latitude
1665420465.4222834,32,45,5,17,31,22,2827,2304,0,1,0,0,14,-21.677207926877106,38.37707633391277
1665420490.789166,32,42,5,14,34,20,2827,2304,0,1,0,0,14,-20.13833656749075,37.345626784315826
1665420516.1560488,32,48,5,14,31,21,2827,2304,0,1,0,0,14,-18.644400475789276,36.292439864731186
1665420566.889814,32,46,7,16,31,21,2827,2304,0,1,0,0,14,-15.782178516203173,34.12450499086239
1665420592.2566965,32,49,5,17,33,22,2827,2304,0,1,0,0,14,-14.410741092720734,33.01229294142044
1665420642.9904618,32,48,6,15,28,22,2827,2304,0,1,0,0,14,-11.775328471946043,30.73673910819432
1665420668.3573444,32,50,6,15,28,22,2827,2304,0,1,0,0,14,-10.508384842929743,29.57557031012671
1665420693.724227,33,46,5,14,28,19,2827,2304,0,1,0,0,14,-9.272551783665739,28.40070749498499
1665420719.0911095,33,47,7,16,27,21,2827,2304,0,1,0,0,14,-8.06571883509787,27.21271883509787
1665420744.457992,33,46,6,15,30,22,2827,2304,0,1,0,0,14,-6.886934730810245,26.011774379366887
1665420769.8248746,33,44,5,15,30,21,2827,2304,0,1,0,0,14,-5.73388558757396,24.800411293412225
1665420795.1917574,33,46,6,16,28,22,2827,2304,0,1,0,0,14,-4.604571955429724,23.577955045082085
1665420820.55864,33,49,6,17,31,21,2827,2304,0,1,0,0,14,-3.498454459371126,22.345597973278426
1665420845.9255226,33,47,6,16,28,20,2827,2304,0,1,0,0,14,-2.41326582115073,21.104438379234765
1665420871.2924051,33,47,6,16,29,20,2827,2304,0,1,0,0,14,-1.3481437124724662,19.854248130523775
1665420896.6592877,33,44,6,17,29,21,2827,2304,0,1,0,0,14,-0.30097319650236387,18.596888347576286
1665420922.0261703,33,45,5,14,29,24,2827,2304,0,1,0,0,14,0.7295263541346259,17.331683954228286
1665420947.393053,33,48,5,15,28,21,2827,2304,0,1,0,0,14,1.7447244117621665,16.060348275992155
1665420972.7599356,33,45,5,16,28,21,2827,2304,0,1,0,0,14,2.7459052212534196,14.783211042835694
1665420998.1268182,33,43,6,15,27,20,2827,2304,0,1,0,0,14,3.7339198427451157,13.500582622616998
1665421023.4937007,34,46,5,15,28,18,2827,2304,0,1,0,0,14,4.710328796268331,12.213572616767461
1665421048.8605833,34,44,6,16,28,21,2827,2304,0,1,0,0,14,5.676656224915669,10.921107279151627
1665421074.227466,34,47,5,13,26,19,2827,2304,0,1,0,0,14,6.633447141632987,9.625728466670203
1665421099.5943487,34,48,5,16,28,20,2827,2304,0,1,0,0,14,7.582222253108535,8.326533832564882
1665421124.9612312,34,44,5,14,28,18,2827,2304,0,1,0,0,14,8.524568534880933,7.0243517618337314
1665421150.3281138,34,45,5,16,28,20,2827,2304,0,1,0,0,14,9.46026632920639,5.720007775166435
1665421175.6949964,34,48,5,14,25,18,2827,2304,0,1,0,0,14,10.391995657594999,4.413761587543549
