Version,Trigger_Name,Name,Time(MJD),Trigger_Time(MJD),Trigger_Type,Trigger_Timescale(ms),Detector_Mask,Long(Degrees),Lat(Degrees)
0 ,bn220819368 ,LOCLPAR2208193 ,  59810.3665768 ,  59810.3681176 ,LOCLPAR ,4096 ,01000001000000 ,268.9167 ,-25.6833
1 ,bn220819298 ,LOCLPAR2208192 ,  59810.2962194 ,  59810.2977601 ,LOCLPAR ,4096 ,00001100000000 ,268.6000 ,-23.5833
1 ,bn220819013 ,TGF220819013 ,  59810.0117060 ,  59810.0132460 ,TGF ,  16 ,00000000000011 ,265.9000 , 17.8833
1 ,bn220818938 ,SFLARE22081893 ,  59809.9369237 ,  59809.9384971 ,SFLARE ,  64 ,11000000000000 ,242.1333 , 25.6500
1 ,bn220818583 ,UNCERT22081858 ,  59809.5814077 ,  59809.5829783 ,UNCERT ,  16 ,00000000000011 ,236.6500 ,-20.1333
1 ,bn220818422 ,SFLARE22081842 ,  59809.4209329 ,  59809.4224652 ,SFLARE ,  64 ,00100100000000 ,139.3667 , 11.8833
1 ,bn220818378 ,LOCLPAR2208183 ,  59809.3760446 ,  59809.3776327 ,LOCLPAR ,4096 ,00110000000000 ,268.7000 ,-25.6500
1 ,bn220818119 ,SFLARE22081811 ,  59809.1176455 ,  59809.1191667 ,SFLARE ,  64 ,00001100000000 , 36.2833 ,-22.7333
1 ,bn220817949 ,LOCLPAR2208179 ,  59808.9476255 ,  59808.9492137 ,LOCLPAR ,2048 ,10000000011000 ,248.7667 , 25.6833
1 ,bn220817344 ,SFLARE22081734 ,  59808.3427450 ,  59808.3442983 ,SFLARE ,  64 ,01000100000000 , 48.4333 , 12.1333
1 ,bn220817023 ,SFLARE22081702 ,  59808.0215571 ,  59808.0231686 ,SFLARE ,  64 ,01010000000000 ,215.5833 , 24.9667
3 ,bn220816888 ,SFLARE22081688 ,  59807.8868762 ,  59807.8884406 ,SFLARE ,  64 ,11000000000000 ,248.9167 , 22.4833
1 ,bn220816754 ,TGF220816754 ,  59807.7525208 ,  59807.7540438 ,TGF ,  16 ,00000000000011 ,284.6500 , 18.9833
1 ,bn220816006 ,SFLARE22081600 ,  59807.0043301 ,  59807.0059301 ,SFLARE ,2048 ,00001100000000 , 83.1000 ,-24.4333
2 ,bn220815970 ,LOCLPAR2208159 ,  59806.9682581 ,  59806.9698225 ,LOCLPAR ,4096 ,11010000010000 ,257.4000 , 25.6667
1 ,bn220815910 ,SFL220815910 ,  59806.9084620 ,  59806.9100465 ,SFLARE ,  64 ,00101100000000 ,316.1333 , 21.0500
0 ,bn220815703 ,SFLARE22081570 ,  59806.7016066 ,  59806.7031899 ,SFLARE ,  64 ,01010000000000 ,339.1833 , 24.7667
1 ,bn220815608 ,SFLARE22081560 ,  59806.6060386 ,  59806.6075971 ,SFLARE ,  64 ,00001100000000 ,215.0167 ,-25.6000
0 ,bn220814776 ,TGF220814776 ,  59805.7745067 ,  59805.7760390 ,TGF ,  16 ,00000000000011 ,300.4167 , 21.2333
1 ,bn220814583 ,SFL220814583 ,  59805.5812020 ,  59805.5827887 ,SFLARE ,  64 ,01010000000000 , 39.1333 , 25.4167
0 ,bn220812505 ,LOCLPAR2208125 ,  59803.5037857 ,  59803.5053027 ,LOCLPAR ,4096 ,00000011000000 ,269.4167 ,-25.6167
0 ,bn220811687 ,TGF220811687 ,  59802.6851773 ,  59802.6866944 ,TGF ,  16 ,00110100111000 , 67.1167 , 21.5667
1 ,bn220811515 ,LOCLPAR2208115 ,  59802.5130284 ,  59802.5146165 ,LOCLPAR ,4096 ,00000011000000 ,268.1333 ,-25.4167
0 ,bn220811444 ,LOCLPAR2208114 ,  59802.4427397 ,  59802.4443042 ,LOCLPAR ,4096 ,00000001100000 ,268.4833 ,-21.8333
0 ,bn220811249 ,LOCLPAR2208112 ,  59802.2485232 ,  59802.2488313 ,LOCLPAR ,4096 ,00000011000000 ,354.7667 ,-24.4000
0 ,bn220810969 ,GRB220810969 ,  59801.9676489 ,  59801.9692370 ,GRB ,1024 ,00000000010100 , 15.2167 ,  5.3500
1 ,bn220810948 ,LOCLPAR2208109 ,  59801.9463778 ,  59801.9479423 ,LOCLPAR ,4096 ,00000100001000 ,262.4833 , 19.6500
1 ,bn220810925 ,LOCLPAR2208109 ,  59801.9235907 ,  59801.9251433 ,LOCLPAR , 512 ,01000000000100 ,151.1167 ,-24.4667
1 ,bn220810258 ,LOCLPAR2208102 ,  59801.2578967 ,  59801.2583471 ,LOCLPAR ,4096 ,00001000001000 ,354.7333 ,-23.7667
1 ,bn220810189 ,LOCLPAR2208101 ,  59801.1879354 ,  59801.1894525 ,LOCLPAR ,4096 ,00000100001000 ,  3.4500 ,-20.1833
1 ,bn220809534 ,LOCLPAR2208095 ,  59800.5323554 ,  59800.5339199 ,LOCLPAR ,4096 ,00000011000000 ,269.4000 ,-24.8333
0 ,bn220809324 ,LOCLPAR2208093 ,  59800.3227707 ,  59800.3242878 ,LOCLPAR ,4096 ,10000000100000 ,283.1500 , -5.5000
0 ,bn220809267 ,LOCLPAR2208092 ,  59800.2671627 ,  59800.2674945 ,LOCLPAR ,2048 ,00000101000000 ,352.7333 ,-22.5833
0 ,bn220809210 ,SGR220809210 ,  59800.2087373 ,  59800.2102814 ,SGR ,  16 ,00000001100000 , 65.9667 ,-23.8667
1 ,bn220809199 ,LOCLPAR2208091 ,  59800.1979093 ,  59800.1994501 ,LOCLPAR ,4096 ,00000000001100 ,  6.1667 ,-19.8000
1 ,bn220808614 ,LOCLPAR2208086 ,  59799.6123228 ,  59799.6138399 ,LOCLPAR ,4096 ,00001010010000 ,269.9500 ,-25.4000
0 ,bn220808543 ,LOCLPAR2208085 ,  59799.5410958 ,  59799.5426129 ,LOCLPAR ,4096 ,00000110000000 ,264.8000 ,-23.5833
0 ,bn220808277 ,LOCLPAR2208082 ,  59799.2763387 ,  59799.2770794 ,LOCLPAR ,1024 ,00000011000000 ,353.2000 ,-21.7500
1 ,bn220808267 ,LOCLPAR2208082 ,  59799.2653214 ,  59799.2668859 ,LOCLPAR ,4096 ,00000100100000 ,303.8000 , -1.6000
1 ,bn220808197 ,UNCERT22080819 ,  59799.1952630 ,  59799.1968638 ,UNCERT ,  16 ,00000001000101 ,309.5833 ,  7.7833
1 ,bn220807623 ,LOCLPAR2208076 ,  59798.6218175 ,  59798.6233582 ,LOCLPAR ,4096 ,00001000001000 ,269.8333 ,-25.5333
0 ,bn220807581 ,GRB220807581 ,  59798.5793453 ,  59798.5808624 ,GRB ,1024 ,00011100000000 , 50.5000 , 16.3167
0 ,bn220807553 ,LOCLPAR2208075 ,  59798.5513884 ,  59798.5529765 ,LOCLPAR ,4096 ,10000010001000 ,269.4333 ,-23.6667
0 ,bn220807287 ,LOCLPAR2208072 ,  59798.2853956 ,  59798.2868652 ,LOCLPAR ,4096 ,00001100000000 ,354.8167 ,-21.1333
1 ,bn220804374 ,LOCLPAR2208043 ,  59795.3727351 ,  59795.3742996 ,LOCLPAR ,4096 ,00100010000000 ,297.7333 , -2.6500
1 ,bn220804089 ,GRB220804089 ,  59795.0876622 ,  59795.0892681 ,GRB ,1024 ,01000100000000 ,286.1833 , 24.0500
0 ,bn220803402 ,GRB220803402 ,  59794.4006494 ,  59794.4021976 ,GRB , 128 ,00000011000000 , 33.2333 ,-24.8833
1 ,bn220731690 ,LOCLPAR2207316 ,  59791.6879883 ,  59791.6895528 ,LOCLPAR ,4096 ,11010000000000 ,267.3833 ,-22.4000
2 ,bn220730659 ,GRB220730659 ,  59790.6573902 ,  59790.6589703 ,GRB ,  16 ,00100001001000 , 64.6000 ,  8.3833
0 ,bn220729429 ,GRB220729429 ,  59789.4272369 ,  59789.4288369 ,GRB ,  64 ,00000000010100 ,289.9500 , 13.0333
1 ,bn220728681 ,GRB220728681 ,  59788.6794839 ,  59788.6810109 ,GRB ,  64 ,00001000100000 , 80.1333 , 11.7833
0 ,bn220727192 ,GRB220727192 ,  59787.1904659 ,  59787.1919874 ,GRB , 256 ,00010010000000 , 65.7000 , -1.8167
0 ,bn220726405 ,GRB220726405 ,  59786.4031464 ,  59786.4047108 ,GRB ,2048 ,00000011000000 , 18.0000 ,-12.0000
0 ,bn220725563 ,GRB220725563 ,  59785.5618347 ,  59785.5633740 ,GRB ,  64 ,01100000000000 , 62.3500 ,-22.0833
0 ,bn220725244 ,GRB220725244 ,  59785.2421889 ,  59785.2437137 ,GRB ,  64 ,00000000011000 ,233.8667 , -2.1833
1 ,bn220724988 ,GRB220724988 ,  59784.9866818 ,  59784.9882345 ,GRB ,2048 ,00000000011000 , 10.6000 , 16.3667
1 ,bn220724457 ,GRB220724457 ,  59784.4554462 ,  59784.4569869 ,GRB ,4096 ,00000011000000 ,188.4667 ,  9.5000
0 ,bn220724261 ,TGF220724261 ,  59784.2591749 ,  59784.2606984 ,TGF ,  16 ,00000000000011 ,269.2167 , 13.0333
0 ,bn220723907 ,LOCLPAR2207239 ,  59783.9049938 ,  59783.9065820 ,LOCLPAR ,4096 ,00110001000100 ,268.9167 ,-25.0000
2 ,bn220723610 ,UNCERT22072361 ,  59783.6087291 ,  59783.6103322 ,UNCERT ,  16 ,00000000101001 ,201.8500 , 25.2500
0 ,bn220722953 ,TGF220722953 ,  59782.9511393 ,  59782.9527191 ,TGF ,  16 ,00000000000011 , 97.1500 , 25.3167
0 ,bn220722916 ,LOCLPAR2207229 ,  59782.9142543 ,  59782.9157951 ,LOCLPAR ,4096 ,00100001000000 ,267.2667 ,-24.4000
0 ,bn220722175 ,TGF220722175 ,  59782.1732139 ,  59782.1748204 ,TGF ,  16 ,00000000101000 , 99.5167 ,  3.7000
0 ,bn220721994 ,LOCLPAR2207219 ,  59781.9926068 ,  59781.9941664 ,LOCLPAR ,4096 ,00000000101000 ,259.1833 ,-25.3667
1 ,bn220721987 ,SFLARE22072198 ,  59781.9854008 ,  59781.9869637 ,SFLARE ,  64 ,00001100000000 ,219.9833 ,-18.1500
1 ,bn220721924 ,LOCLPAR2207219 ,  59781.9223460 ,  59781.9239104 ,LOCLPAR ,4096 ,00000001101000 ,259.7000 ,-22.4000
1 ,bn220721255 ,UNCERT22072125 ,  59781.2529534 ,  59781.2545511 ,UNCERT ,  16 ,00011000000010 , 95.3667 , -4.5000
0 ,bn220721021 ,GRB220721021 ,  59781.0195982 ,  59781.0211272 ,GRB ,2048 ,11000000000000 ,349.0000 , -1.2833
1 ,bn220719587 ,LOCLPAR2207195 ,  59779.5870763 ,  59779.5871711 ,LOCLPAR ,4096 ,01000011000000 ,252.9667 , 25.4167
1 ,bn220718528 ,LOCLPAR2207185 ,  59778.5259998 ,  59778.5275643 ,LOCLPAR ,4096 ,00100000001000 ,259.5833 , 24.2000
1 ,bn220717796 ,TGF220717796 ,  59777.7949488 ,  59777.7964791 ,TGF ,  16 ,00000001100011 ,138.7500 , 17.3333
0 ,bn220717538 ,LOCLPAR2207175 ,  59777.5360086 ,  59777.5375967 ,LOCLPAR ,4096 ,00001000001000 ,262.6667 , 24.0667
1 ,bn220716616 ,LOCLPAR2207166 ,  59776.6146870 ,  59776.6162278 ,LOCLPAR ,4096 ,01000000001000 ,256.0333 , 25.3833
1 ,bn220716546 ,LOCLPAR2207165 ,  59776.5443624 ,  59776.5459505 ,LOCLPAR ,4096 ,00001100000000 ,256.5333 , 22.1833
1 ,bn220716518 ,LOCLPAR2207165 ,  59776.5162265 ,  59776.5178147 ,LOCLPAR ,2048 ,00010000001000 ,115.9333 ,-25.4833
1 ,bn220715964 ,SFLARE22071596 ,  59775.9627415 ,  59775.9642938 ,SFLARE ,  64 ,01010100000000 ,182.6833 , 19.8167
1 ,bn220715934 ,GRB220715934 ,  59775.9322991 ,  59775.9338280 ,GRB , 512 ,10000000011100 , 27.5500 ,-15.4500
1 ,bn220715760 ,SFLARE22071576 ,  59775.7589320 ,  59775.7604835 ,SFLARE ,  64 ,01000100000000 ,223.3333 , 25.3500
1 ,bn220715691 ,GRB220715691 ,  59775.6890327 ,  59775.6906328 ,GRB ,2048 ,00001100000000 ,225.7167 , 24.5667
1 ,bn220715625 ,LOCLPAR2207156 ,  59775.6238276 ,  59775.6254158 ,LOCLPAR ,2048 ,00100000010000 ,254.2833 , 25.0167
0 ,bn220715368 ,GRB220715368 ,  59775.3662725 ,  59775.3678280 ,GRB , 256 ,01100100000000 , 27.1667 , 23.2167
1 ,bn220714906 ,SFL220714906 ,  59774.9046374 ,  59774.9062134 ,SFLARE ,  64 ,10010000000000 ,198.6667 , 22.9000
1 ,bn220714582 ,GRB220714582 ,  59774.5804644 ,  59774.5820170 ,GRB ,1024 ,00001100000000 ,349.6000 , 13.6333
0 ,bn220714186 ,SFL220714186 ,  59774.1847979 ,  59774.1863150 ,SFLARE ,2048 ,01010000000000 ,136.2000 , 13.2333
1 ,bn220714121 ,SFL220714121 ,  59774.1192310 ,  59774.1207510 ,SFLARE ,  64 ,01010000000000 ,162.5333 , 12.3500
1 ,bn220713691 ,GRB220713691 ,  59773.6898827 ,  59773.6914590 ,GRB ,1024 ,00001100000000 ,138.2500 ,-13.2333
1 ,bn220713305 ,SFLARE22071330 ,  59773.3035002 ,  59773.3050258 ,SFLARE ,  64 ,00100100000000 ,327.6500 ,  8.3000
1 ,bn220712579 ,SFLARE22071257 ,  59772.5770752 ,  59772.5786627 ,SFLARE ,  64 ,00001100000000 ,232.2667 ,  7.1667
1 ,bn220712404 ,SFLARE22071240 ,  59772.4024550 ,  59772.4036584 ,SFLARE ,  64 ,01000100000000 , 66.5167 , 15.2833
1 ,bn220712161 ,LOCLPAR2207121 ,  59772.1594892 ,  59772.1610774 ,LOCLPAR ,4096 ,00000001000100 ,268.3167 ,-25.0500
0 ,bn220712143 ,SFLARE22071214 ,  59772.1409470 ,  59772.1425226 ,SFLARE ,  64 ,01000100000000 ,177.1167 ,  9.4167
1 ,bn220711761 ,GRB220711761 ,  59771.7598404 ,  59771.7614359 ,GRB , 256 ,00000000100100 , 33.5333 ,-21.6167
1 ,bn220711675 ,GRB220711675 ,  59771.6734543 ,  59771.6749831 ,GRB ,  16 ,00001100000000 ,319.1167 , 20.2000
0 ,bn220711279 ,GRB220711279 ,  59771.2769775 ,  59771.2785605 ,GRB ,  64 ,11011100000000 ,102.1500 , 20.9333
1 ,bn220709877 ,SFLARE22070987 ,  59769.8751746 ,  59769.8767335 ,SFLARE ,  64 ,00010100000000 ,164.0333 , 14.7000
0 ,bn220709626 ,SGR220709626 ,  59769.6245431 ,  59769.6261031 ,SGR ,  16 ,00000010000100 ,333.7333 , 24.1333
1 ,bn220708338 ,LOCLPAR2207083 ,  59768.3361610 ,  59768.3377492 ,LOCLPAR ,4096 ,00000001000100 ,257.8000 ,-25.2000
1 ,bn220708268 ,LOCLPAR2207082 ,  59768.2664792 ,  59768.2680200 ,LOCLPAR ,4096 ,00000100100000 ,260.9000 ,-25.1500
1 ,bn220706006 ,TGF220706006 ,  59766.0041530 ,  59766.0056907 ,TGF ,  16 ,01000000100011 ,273.9500 ,  9.5833
0 ,bn220705282 ,GRB220705282 ,  59765.2803029 ,  59765.2818674 ,GRB , 256 ,10000100000000 ,190.2667 ,  4.9833
1 ,bn220704575 ,GRB220704575 ,  59764.5734312 ,  59764.5750135 ,GRB ,1024 ,00000010100000 ,192.7667 ,-25.6333
1 ,bn220704448 ,LOCLPAR2207044 ,  59764.4460372 ,  59764.4475543 ,LOCLPAR ,4096 ,00100000001000 ,266.5167 ,-22.8000
1 ,bn220704377 ,LOCLPAR2207043 ,  59764.3750305 ,  59764.3765949 ,LOCLPAR ,4096 ,00000011000100 ,263.0000 ,-25.6500
1 ,bn220704307 ,LOCLPAR2207043 ,  59764.3053964 ,  59764.3069371 ,LOCLPAR ,2048 ,01000001000000 ,266.6833 ,-23.9167
0 ,bn220704208 ,TGF220704208 ,  59764.2066307 ,  59764.2082141 ,TGF ,  16 ,11010000000010 ,124.7000 , 24.1667
0 ,bn220704026 ,TGF220704026 ,  59764.0251788 ,  59764.0264760 ,TGF ,  16 ,00000000000011 ,283.8833 ,  8.7000
0 ,bn220702842 ,GRB220702842 ,  59762.8406178 ,  59762.8422060 ,GRB ,1024 ,01100000000000 , 16.7500 ,  0.6000
0 ,bn220702569 ,GRB220702569 ,  59762.5676347 ,  59762.5691636 ,GRB ,1024 ,01100100000000 , 70.4333 , 19.6500
1 ,bn220701970 ,LOCLPAR2207019 ,  59761.9680466 ,  59761.9696111 ,LOCLPAR ,2048 ,00011000000000 ,258.0000 , 25.4000
0 ,bn220628505 ,LOCLPAR2206285 ,  59758.5031637 ,  59758.5047519 ,LOCLPAR ,4096 ,00010000010000 ,269.0167 ,-25.5667
1 ,bn220627901 ,GRB220627901 ,  59757.8990645 ,  59757.9006527 ,GRB ,4096 ,00001001000000 , 72.0500 ,-16.0167
1 ,bn220627890 ,GRB220627890 ,  59757.8880554 ,  59757.8895843 ,GRB ,2048 ,01000100000000 , 20.5500 ,  8.8500
1 ,bn220626948 ,DISTPAR2206269 ,  59756.9460785 ,  59756.9475956 ,DISTPAR ,4096 ,00000101000000 ,263.5000 , 22.1000
2 ,bn220626590 ,UNCERT22062659 ,  59756.5884840 ,  59756.5900511 ,UNCERT ,  16 ,00010001000101 ,246.9167 ,-25.6833
1 ,bn220626269 ,SGR220626269 ,  59756.2669546 ,  59756.2685597 ,SGR ,  16 ,00000011110100 , 54.3167 ,-17.6000
0 ,bn220626238 ,TGF220626238 ,  59756.2367187 ,  59756.2382369 ,TGF ,  16 ,00000000000011 ,259.5000 , 12.4333
1 ,bn220625879 ,UNCERT22062587 ,  59755.8773647 ,  59755.8789668 ,UNCERT ,  16 ,10100000100000 ,230.1833 , -4.1667
1 ,bn220625785 ,UNCERT22062578 ,  59755.7834728 ,  59755.7850190 ,UNCERT ,  16 ,00001100000010 ,109.4500 , -7.5333
0 ,bn220624431 ,GRB220624431 ,  59754.4292390 ,  59754.4308360 ,GRB , 512 ,00001100000000 , 60.5000 ,  4.3000
0 ,bn220624316 ,GRB220624316 ,  59754.3143206 ,  59754.3159265 ,GRB ,1024 ,00000011000000 ,198.1167 , 24.9667
1 ,bn220624124 ,GRB220624124 ,  59754.1224950 ,  59754.1240180 ,GRB , 256 ,11000000011000 ,303.2833 , 17.5167
0 ,bn220623649 ,GRB220623649 ,  59753.6469890 ,  59753.6485698 ,GRB , 256 ,00010001000000 , 38.9667 , 22.5500
0 ,bn220622561 ,LOCLPAR2206225 ,  59752.5599860 ,  59752.5615030 ,LOCLPAR ,4096 ,00000010001000 ,269.0167 ,-24.2833
1 ,bn220622394 ,GRB220622394 ,  59752.3923112 ,  59752.3938994 ,GRB , 128 ,00000000001100 ,135.2500 , 21.3667
0 ,bn220622088 ,TGF220622088 ,  59752.0862915 ,  59752.0878121 ,TGF ,  16 ,10100100000010 , 20.0167 , -3.2500
0 ,bn220621356 ,TGF220621356 ,  59751.3548587 ,  59751.3564608 ,TGF ,  16 ,01000000001011 ,261.8167 ,  9.4833
0 ,bn220621326 ,TGF220621326 ,  59751.3243105 ,  59751.3258502 ,TGF ,  16 ,00000000110001 ,105.0667 , -4.0000
0 ,bn220620614 ,TGF220620614 ,  59750.6124597 ,  59750.6139783 ,TGF ,  16 ,00000011000001 , 79.9833 , 23.4500
1 ,bn220620347 ,UNCERT22062034 ,  59750.3453499 ,  59750.3469292 ,UNCERT , 256 ,00001000000100 ,160.6167 , 19.3667
0 ,bn220620261 ,GRB220620261 ,  59750.2598469 ,  59750.2614114 ,GRB ,4096 ,00000000011000 , 91.4167 ,-21.0833
0 ,bn220620064 ,GRB220620064 ,  59750.0623608 ,  59750.0639608 ,GRB ,2048 ,00001100000000 ,166.9833 ,-20.3333
7 ,bn220620016 ,GRB220620016 ,  59750.0142332 ,  59750.0158114 ,GRB ,  16 ,10010000000000 ,275.9667 , 17.3667
0 ,bn220619207 ,GRB220619207 ,  59749.2057035 ,  59749.2072324 ,GRB ,2048 ,00100100000000 ,128.2333 ,-18.5500
1 ,bn220619154 ,UNCERT22061915 ,  59749.1525760 ,  59749.1541286 ,UNCERT , 512 ,00001000100000 ,212.9167 ,  9.6333
1 ,bn220618761 ,GRB220618761 ,  59748.7592635 ,  59748.7608213 ,GRB ,  64 ,00100100000000 , 11.0667 , 15.0833
1 ,bn220618382 ,GRB220618382 ,  59748.3806156 ,  59748.3821711 ,GRB , 512 ,10001000000000 ,250.4167 , 18.9333
1 ,bn220617772 ,GRB220617772 ,  59747.7700904 ,  59747.7716771 ,GRB ,  64 ,10100000010000 , 18.4833 , 16.3667
0 ,bn220617673 ,GRB220617673 ,  59747.6713032 ,  59747.6728677 ,GRB ,4096 ,00000000011000 ,236.0167 ,-16.7833
0 ,bn220617181 ,TGF220617181 ,  59747.1798191 ,  59747.1813381 ,TGF ,  16 ,00000001100001 ,255.3000 , 22.0000
0 ,bn220617036 ,SFL220617036 ,  59747.0343241 ,  59747.0358886 ,SFLARE ,4096 ,00010100000000 ,239.2833 , -5.6667
0 ,bn220616162 ,SFL220616162 ,  59746.1599509 ,  59746.1615183 ,SFLARE ,  64 ,00001100000000 ,108.2833 ,-24.8500
1 ,bn220614595 ,SFLARE22061459 ,  59744.5936865 ,  59744.5952792 ,SFLARE ,  64 ,00001100000000 , 61.6667 , -3.4500
1 ,bn220613395 ,GRB220613395 ,  59743.3929654 ,  59743.3945535 ,GRB ,4096 ,00001000100000 , 73.4333 ,-24.9667
0 ,bn220612013 ,GRB220612013 ,  59742.0115219 ,  59742.0130390 ,GRB ,2048 ,01010000000000 ,246.1667 ,-20.7500
0 ,bn220610906 ,GRB220610906 ,  59740.9044463 ,  59740.9059830 ,GRB ,  64 ,11000000000000 ,  8.7833 , 10.5000
1 ,bn220610295 ,GRB220610295 ,  59740.2933313 ,  59740.2949284 ,GRB , 256 ,00000001010000 ,144.3500 ,-23.5833
1 ,bn220609685 ,LOCLPAR2206096 ,  59739.6833416 ,  59739.6848668 ,LOCLPAR ,  16 ,00000000000011 ,276.6667 , -9.9500
0 ,bn220609617 ,LOCLPAR2206096 ,  59739.6151353 ,  59739.6166998 ,LOCLPAR ,4096 ,11000010000000 ,290.8167 , -5.0333
0 ,bn220609549 ,LOCLPAR2206095 ,  59739.5478451 ,  59739.5494333 ,LOCLPAR ,4096 ,00100000100000 ,309.2333 , -2.0667
1 ,bn220609520 ,UNCERT22060952 ,  59739.5181493 ,  59739.5196878 ,UNCERT ,  16 ,01100000000010 ,156.0167 ,  9.3333
0 ,bn220609063 ,GRB220609063 ,  59739.0615646 ,  59739.0631290 ,GRB ,2048 ,00000000001100 ,352.4167 , 19.6833
1 ,bn220608694 ,LOCLPAR2206086 ,  59738.6928940 ,  59738.6944111 ,LOCLPAR ,4096 ,00010001000000 ,277.8000 , -8.5500
0 ,bn220608626 ,LOCLPAR2206086 ,  59738.6248463 ,  59738.6264345 ,LOCLPAR ,2048 ,10000000000100 ,292.9167 , -4.0333
0 ,bn220608560 ,LOCLPAR2206085 ,  59738.5581023 ,  59738.5597083 ,LOCLPAR ,  16 ,00000000000011 ,313.8333 , -2.3167
1 ,bn220608317 ,GRB220608317 ,  59738.3154198 ,  59738.3169902 ,GRB ,1024 ,00011100000000 ,161.8000 ,-21.6333
0 ,bn220608211 ,GRB220608211 ,  59738.2093776 ,  59738.2109346 ,GRB , 256 ,00000000011100 ,338.9667 , 25.2333
0 ,bn220607704 ,LOCLPAR2206077 ,  59737.7027791 ,  59737.7043436 ,LOCLPAR ,4096 ,00000001000100 ,280.8500 , -8.0500
0 ,bn220607636 ,LOCLPAR2206076 ,  59737.6349285 ,  59737.6364456 ,LOCLPAR ,2048 ,00001000000100 ,296.3000 , -3.6667
0 ,bn220606952 ,BELOWHZ2206069 ,  59736.9501268 ,  59736.9516646 ,UNCERT , 256 ,01000100000000 , 50.1167 , 19.9500
0 ,bn220606609 ,TGF220606609 ,  59736.6072077 ,  59736.6087720 ,TGF ,  16 ,00000000000011 ,110.0000 , -7.7167
1 ,bn220606558 ,TGF220606558 ,  59736.5566645 ,  59736.5582606 ,TGF ,  16 ,00000000100100 ,209.3333 , 23.2000
0 ,bn220606496 ,LOCLPAR2206064 ,  59736.4939722 ,  59736.4955129 ,LOCLPAR ,4096 ,11001000000000 ,251.7833 , 25.3167
4 ,bn220606044 ,GRB220606044 ,  59736.0424908 ,  59736.0440819 ,GRB , 256 ,00010010100000 ,118.6000 , 15.5000
0 ,bn220606025 ,GRB220606025 ,  59736.0231957 ,  59736.0247602 ,GRB ,2048 ,00000001001100 , 14.4500 , 14.5667
1 ,bn220604515 ,LOCLPAR2206045 ,  59734.5130353 ,  59734.5145997 ,LOCLPAR ,4096 ,00000000001100 ,252.9333 , 24.7833
0 ,bn220604466 ,TGF220604466 ,  59734.4642342 ,  59734.4658218 ,TGF ,  16 ,00000000100101 ,  7.0333 ,  3.6667
1 ,bn220603992 ,SGR220603992 ,  59733.9906731 ,  59733.9922463 ,SGR ,  16 ,00000011100100 ,118.6167 , 24.1333
1 ,bn220603728 ,UNCERT22060372 ,  59733.7263917 ,  59733.7279710 ,UNCERT , 512 ,00100000010000 ,213.9167 , 24.3667
0 ,bn220531806 ,TGF220531806 ,  59730.8042216 ,  59730.8058265 ,TGF ,  16 ,00001000101000 ,105.0167 ,  1.8667
0 ,bn220530465 ,GRB220530465 ,  59729.4636902 ,  59729.4652606 ,GRB ,1024 ,00001000100000 ,123.2167 ,-23.9500
2 ,bn220530358 ,SGR220530358 ,  59729.3567994 ,  59729.3583546 ,SGR ,  64 ,00000000011000 ,299.0333 , 11.5833
0 ,bn220530248 ,TGF220530248 ,  59729.2465934 ,  59729.2481258 ,TGF ,  16 ,00000000000011 ,103.1833 , 13.7167
2 ,bn220528583 ,LOCLPAR2205285 ,  59727.5814143 ,  59727.5829788 ,LOCLPAR ,4096 ,01000000000100 ,266.6333 , 22.4167
0 ,bn220528259 ,GRB220528259 ,  59727.2573562 ,  59727.2588821 ,GRB ,  64 ,00000010100000 , 60.6167 , 25.3833
1 ,bn220527387 ,GRB220527387 ,  59726.3854217 ,  59726.3869876 ,GRB , 256 ,00000010100000 ,302.7500 ,  7.6167
1 ,bn220526568 ,SGR220526568 ,  59725.5668359 ,  59725.5684333 ,SGR ,  32 ,00000000001100 , 96.9500 ,-19.8833
0 ,bn220526445 ,SGR220526445 ,  59725.4436995 ,  59725.4452869 ,SGR ,  16 ,00000000010100 ,194.4667 ,-25.0167
1 ,bn220526200 ,SFLARE22052620 ,  59725.1981899 ,  59725.1997369 ,SFLARE ,  64 ,01000100000000 , 22.3000 ,  8.8833
1 ,bn220525761 ,SFLARE22052576 ,  59724.7596825 ,  59724.7611995 ,SFLARE ,4096 ,00010100000000 ,315.5667 , 12.9667
1 ,bn220525008 ,GRB220525008 ,  59724.0059841 ,  59724.0075722 ,GRB ,4096 ,01010100000000 , 79.2833 , -1.1167
1 ,bn220523729 ,SGR220523729 ,  59722.7272933 ,  59722.7288894 ,SGR ,  16 ,00000010010000 , 50.7500 ,-16.6333
0 ,bn220523558 ,GRB220523558 ,  59722.5568722 ,  59722.5584308 ,GRB ,1024 ,00100100000000 ,265.4500 ,  5.0833
1 ,bn220523365 ,SFLARE22052336 ,  59722.3635366 ,  59722.3651055 ,SFLARE ,  64 ,01010000000000 ,  0.1667 , 15.0833
0 ,bn220523175 ,GRB220523175 ,  59722.1730753 ,  59722.1746516 ,GRB ,2048 ,00000001100000 ,112.7167 , 24.9333
1 ,bn220523103 ,SFLARE22052310 ,  59722.1016547 ,  59722.1032406 ,SFLARE ,  64 ,01000100000000 ,107.7667 , 18.8500
0 ,bn220522110 ,GRB220522110 ,  59721.1088329 ,  59721.1104210 ,GRB ,1024 ,01010000000000 , 97.1333 , 13.3667
