Version,Trigger_Name,Name,Time(MJD),Trigger_Time(MJD),Trigger_Type,Trigger_Timescale(ms),Detector_Mask,Long(Degrees),Lat(Degrees)
1 ,bn221014685 ,SGR221014685 ,  59866.6832134 ,  59866.6847531 ,SGR ,  32 ,00000000011000 ,275.9833 , 24.0333
1 ,bn221014579 ,SGR221014579 ,  59866.5777270 ,  59866.5792941 ,SGR ,  16 ,00001000100000 , 95.8333 ,-24.7000
0 ,bn221014556 ,SGR221014556 ,  59866.5543914 ,  59866.5559233 ,SGR ,  64 ,00000000011000 ,341.2833 , 20.2500
0 ,bn221014521 ,SGR221014521 ,  59866.5197313 ,  59866.5213104 ,SGR ,  16 ,00001000100000 ,164.8000 ,-22.4667
1 ,bn221014499 ,SGR221014499 ,  59866.4975416 ,  59866.4990769 ,SGR ,  64 ,00000010010000 , 49.5500 ,  1.3167
1 ,bn221014487 ,SGR221014487 ,  59866.4859705 ,  59866.4874969 ,SGR ,  64 ,01000000010000 ,352.4500 , 23.3833
1 ,bn221014437 ,SGR221014437 ,  59866.4349714 ,  59866.4365726 ,SGR ,  64 ,00000011000000 , 89.7167 , -6.8167
0 ,bn221014374 ,SGR221014374 ,  59866.3728624 ,  59866.3743894 ,SGR ,  16 ,10000001000011 ,132.0000 ,-14.9833
1 ,bn221014309 ,SGR221014309 ,  59866.3072493 ,  59866.3088207 ,SGR ,  16 ,00000011000000 ,158.2000 ,-15.7500
1 ,bn221014300 ,SGR221014300 ,  59866.2987213 ,  59866.3003330 ,SGR ,  16 ,00000011011000 ,118.6167 ,  3.2333
0 ,bn221014238 ,SGR221014238 ,  59866.2361619 ,  59866.2376790 ,SGR ,  64 ,00000011000000 ,158.0000 , -4.5500
3 ,bn221014163 ,SGR221014163 ,  59866.1613631 ,  59866.1629523 ,SGR ,  64 ,00000000011000 ,141.5167 , 15.2000
1 ,bn221014098 ,SGR221014098 ,  59866.0960803 ,  59866.0976102 ,SGR ,  16 ,11100010011100 ,168.9167 , 13.9167
1 ,bn221014021 ,GRB221014021 ,  59866.0191369 ,  59866.0206747 ,GRB , 512 ,00000001100000 ,134.1167 , 25.6167
1 ,bn221013862 ,SGR221013862 ,  59865.8606928 ,  59865.8623032 ,SGR ,  16 ,00001000100000 , 51.3000 ,-21.5500
1 ,bn221013646 ,SGR221013646 ,  59865.6446539 ,  59865.6461984 ,SGR ,  16 ,00000011000000 , 27.0333 , -9.8000
1 ,bn221013599 ,SGR221013599 ,  59865.5974728 ,  59865.5990521 ,SGR ,  64 ,00001000100000 ,151.7500 ,-20.6333
1 ,bn221013391 ,SGR221013391 ,  59865.3899424 ,  59865.3914835 ,SGR ,  64 ,00001000100000 ,171.1000 ,-24.5167
1 ,bn221013376 ,SGR221013376 ,  59865.3742984 ,  59865.3758203 ,SGR ,  16 ,00000010010000 , 94.3333 ,  5.2667
1 ,bn221013334 ,SGR221013334 ,  59865.3322164 ,  59865.3337557 ,SGR ,  64 ,00001000100000 ,241.4333 ,-22.5000
2 ,bn221013304 ,SGR221013304 ,  59865.3027071 ,  59865.3042494 ,SGR ,  64 ,00000000011000 , 91.8167 , 17.1500
1 ,bn221013295 ,SGR221013295 ,  59865.2939448 ,  59865.2955065 ,SGR ,  16 ,00100000011000 , 44.1667 , 25.6833
1 ,bn221013100 ,UNCERT22101310 ,  59865.0980678 ,  59865.0996353 ,UNCERT , 256 ,00100100000000 ,128.6500 , 25.2167
0 ,bn221013037 ,SGR221013037 ,  59865.0350128 ,  59865.0365539 ,SGR ,  16 ,11000000011000 ,169.0333 , 22.8333
1 ,bn221013029 ,GRB221013029 ,  59865.0278067 ,  59865.0294008 ,GRB ,1024 ,01100100000000 ,128.6500 , 25.0000
1 ,bn221012977 ,SGR221012977 ,  59864.9752884 ,  59864.9768786 ,SGR ,  16 ,00000010011000 ,225.4667 , 12.1667
1 ,bn221012906 ,SGR221012906 ,  59864.9042456 ,  59864.9057693 ,SGR ,  16 ,00000000011000 ,223.7667 , 21.3833
0 ,bn221012874 ,SGR221012874 ,  59864.8726550 ,  59864.8741897 ,SGR ,  16 ,00001000100000 , 63.1000 ,-19.3167
0 ,bn221012773 ,SGR221012773 ,  59864.7718296 ,  59864.7734202 ,SGR ,  32 ,00000000011000 ,270.2167 , 21.9000
1 ,bn221012736 ,SGR221012736 ,  59864.7341965 ,  59864.7357195 ,SGR ,  64 ,00001000100000 , 76.1000 ,-25.5833
0 ,bn221012709 ,SGR221012709 ,  59864.7072967 ,  59864.7088806 ,SGR ,  16 ,11000000011000 ,302.0333 , 19.8500
0 ,bn221012686 ,SFLARE22101268 ,  59864.6846085 ,  59864.6861578 ,SFLARE ,  64 ,00001100000000 ,182.7667 ,  1.7833
1 ,bn221012674 ,SGR221012674 ,  59864.6728958 ,  59864.6744796 ,SGR ,  16 ,00001000100000 ,126.5333 ,-21.9167
1 ,bn221012667 ,SGR221012667 ,  59864.6656897 ,  59864.6672320 ,SGR ,  64 ,00001000100000 , 86.1667 ,-25.3500
0 ,bn221012653 ,SGR221012653 ,  59864.6513579 ,  59864.6528959 ,SGR ,  16 ,00000011000000 , 14.0500 , -1.3167
1 ,bn221012646 ,SGR221012646 ,  59864.6441519 ,  59864.6457000 ,SGR ,  16 ,00000010011000 ,340.4000 , 14.8667
2 ,bn221012635 ,SGR221012635 ,  59864.6331912 ,  59864.6347701 ,SGR ,  64 ,01100000000000 ,281.2167 , 25.5333
0 ,bn221012599 ,SGR221012599 ,  59864.5976338 ,  59864.5991550 ,SGR ,  16 ,00001001100000 , 98.7000 ,-23.9833
2 ,bn221012533 ,SGR221012533 ,  59864.5311409 ,  59864.5326899 ,SGR ,  16 ,00001001100000 ,120.3000 ,-23.5167
1 ,bn221011762 ,SFLARE22101176 ,  59863.7600540 ,  59863.7615873 ,SFLARE ,  64 ,00010100000000 ,158.3167 , -0.3667
1 ,bn221011605 ,UNCERT22101160 ,  59863.6031419 ,  59863.6047470 ,UNCERT ,  16 ,00000000000011 , 77.4000 ,-17.3833
1 ,bn221011591 ,SGR221011591 ,  59863.5897869 ,  59863.5913982 ,SGR ,  16 ,00000010011000 , 14.9667 , 12.2000
2 ,bn221011452 ,SFLARE22101145 ,  59863.4521999 ,  59863.4523050 ,SFLARE , 128 ,10100000000000 , 26.7000 , 23.7333
1 ,bn221011445 ,SGR221011445 ,  59863.4437375 ,  59863.4453319 ,SGR ,  16 ,01100000011000 ,347.3000 , 24.5667
0 ,bn221011327 ,TGF221011327 ,  59863.3253525 ,  59863.3269397 ,TGF ,  16 ,00000000000011 ,109.3500 , 13.3667
1 ,bn221010971 ,SFL221010971 ,  59862.9698440 ,  59862.9713741 ,SFLARE ,  64 ,01000100000000 , 96.1833 ,  3.0833
1 ,bn221010806 ,SFL221010806 ,  59862.8042500 ,  59862.8058100 ,SFLARE ,  64 ,00001100000000 ,334.3667 , -1.8000
1 ,bn221010283 ,SGR221010283 ,  59862.2812197 ,  59862.2828069 ,SGR ,  16 ,11000000000000 ,190.7500 ,-12.6333
2 ,bn221009553 ,GRB221009553 ,  59861.5519239 ,  59861.5534721 ,GRB , 256 ,00001011100000 , 80.8833 , -4.6167
0 ,bn221008989 ,TGF221008989 ,  59860.9878682 ,  59860.9894669 ,TGF ,  16 ,01100000011000 , 92.1167 , -3.1167
1 ,bn221008958 ,TGF221008958 ,  59860.9561230 ,  59860.9577062 ,TGF ,  16 ,00011001000100 ,290.1667 ,  0.0500
1 ,bn221008888 ,TGF221008888 ,  59860.8869821 ,  59860.8885012 ,TGF ,  16 ,00000000000011 ,299.6667 ,  7.5833
0 ,bn221008657 ,UNCERT22100865 ,  59860.6550059 ,  59860.6565833 ,UNCERT ,  64 ,00010010000000 ,199.5500 , -9.9833
1 ,bn221008246 ,LOCLPAR2210082 ,  59860.2447576 ,  59860.2463221 ,LOCLPAR ,4096 ,00000010100000 ,268.5333 ,-25.0667
2 ,bn221006827 ,LOCLPAR2210068 ,  59858.8252518 ,  59858.8267689 ,LOCLPAR ,2048 ,00100000010000 ,244.4333 , 24.3500
0 ,bn221006771 ,TGF221006771 ,  59858.7690775 ,  59858.7706394 ,TGF ,  16 ,00000000000011 ,323.5500 , 20.5000
1 ,bn221006760 ,LOCLPAR2210067 ,  59858.7579666 ,  59858.7595073 ,LOCLPAR ,2048 ,00101000000000 ,261.6167 , 23.1500
1 ,bn221006730 ,LOCLPAR2210067 ,  59858.7289571 ,  59858.7304742 ,LOCLPAR ,4096 ,00100100000000 ,115.6500 ,-25.6167
1 ,bn221006336 ,LOCLPAR2210063 ,  59858.3345111 ,  59858.3360755 ,LOCLPAR ,4096 ,00000000100100 ,269.5667 ,-25.5667
1 ,bn221005910 ,SGR221005910 ,  59857.9083259 ,  59857.9099050 ,SGR ,  16 ,00000000011000 ,262.6000 , 24.1000
0 ,bn221005757 ,GRB221005757 ,  59857.7554746 ,  59857.7570035 ,GRB ,1024 ,00010001000000 ,202.8000 , -2.2167
1 ,bn221005649 ,SGR221005649 ,  59857.6478093 ,  59857.6493779 ,SGR ,  64 ,00000010010000 , 17.8000 , 19.9833
1 ,bn221004632 ,SFLARE22100463 ,  59856.6300371 ,  59856.6316038 ,SFLARE ,  64 ,01000100000000 ,237.7667 ,-10.8667
0 ,bn221004622 ,GRB221004622 ,  59856.6208400 ,  59856.6223600 ,GRB , 512 ,10000000001000 ,189.8500 ,-24.8667
0 ,bn221004355 ,LOCLPAR2210043 ,  59856.3538881 ,  59856.3554526 ,LOCLPAR ,4096 ,00000001100000 ,269.9167 ,-25.6000
0 ,bn221003847 ,SFLARE22100384 ,  59855.8450679 ,  59855.8466024 ,SFLARE ,  64 ,11000000000000 ,199.9500 ,  4.7000
1 ,bn221003643 ,SFLARE22100364 ,  59855.6419652 ,  59855.6434915 ,SFLARE ,  64 ,00100100000000 ,248.9333 , -7.4500
1 ,bn221003453 ,SFLARE22100345 ,  59855.4516586 ,  59855.4531993 ,SFLARE ,  64 ,01010000000000 ,356.9833 , 10.2833
0 ,bn221003104 ,SFLARE22100310 ,  59855.1040941 ,  59855.1043644 ,SFLARE ,  64 ,01000100000000 , 24.9833 ,-25.1333
0 ,bn221003016 ,TGF221003016 ,  59855.0148384 ,  59855.0164319 ,TGF ,  16 ,00000000000011 ,298.3500 ,  8.0000
0 ,bn221002852 ,SFLARE22100285 ,  59854.8508690 ,  59854.8524190 ,SFLARE ,4096 ,01001100000000 ,183.1833 , -5.9333
1 ,bn221002845 ,SFLARE22100284 ,  59854.8434733 ,  59854.8450755 ,SFLARE ,  64 ,01000100000000 ,147.3333 ,-20.4667
1 ,bn221002582 ,SFLARE22100258 ,  59854.5807191 ,  59854.5822999 ,SFLARE ,  64 ,00110100000000 ,250.2667 ,-18.6667
1 ,bn221002482 ,SGR221002482 ,  59854.4801934 ,  59854.4817254 ,SGR ,  16 ,01000010010000 , 98.5500 , 21.0833
1 ,bn221001869 ,SGR221001869 ,  59853.8671423 ,  59853.8687007 ,SGR ,  16 ,00001000100000 ,214.4833 ,  7.9500
1 ,bn221001752 ,SFLARE22100175 ,  59853.7500031 ,  59853.7515664 ,SFLARE ,  64 ,01000100000000 ,341.2833 , 25.2167
1 ,bn221001571 ,TGF221001571 ,  59853.5699021 ,  59853.5714661 ,TGF ,  16 ,10111100000010 ,141.9833 , -7.1167
0 ,bn221001560 ,TGF221001560 ,  59853.5583603 ,  59853.5599518 ,TGF ,  16 ,00000000000011 , 88.0833 , 18.1000
0 ,bn220930945 ,SFLARE22093094 ,  59852.9438670 ,  59852.9454456 ,SFLARE ,  64 ,10010000000000 ,196.2333 ,  8.9167
1 ,bn220930731 ,SFL220930731 ,  59852.7290264 ,  59852.7306239 ,SFLARE ,  64 ,00010100000000 ,186.6833 ,-24.1500
1 ,bn220930678 ,SFL220930678 ,  59852.6774454 ,  59852.6775406 ,SFLARE ,  64 ,01000100000000 ,274.9333 , -0.3333
1 ,bn220929497 ,SFLARE22092949 ,  59851.4949509 ,  59851.4965053 ,SFLARE ,  64 ,11000000000000 , 22.3833 , 14.3500
0 ,bn220927869 ,SGR220927869 ,  59849.8672480 ,  59849.8688551 ,SGR ,  64 ,01100000011000 , 24.8000 , 10.9500
1 ,bn220927493 ,LOCLPAR2209274 ,  59849.4914201 ,  59849.4929609 ,LOCLPAR ,4096 ,00000110000000 ,268.9667 ,-25.3167
0 ,bn220927234 ,GRB220927234 ,  59849.2320625 ,  59849.2335758 ,GRB , 128 ,00000000011000 , 31.6333 ,-24.2667
0 ,bn220925462 ,GRB220925462 ,  59847.4609140 ,  59847.4624548 ,GRB ,2048 ,00000010110000 , 19.0167 , -6.9333
0 ,bn220925228 ,TGF220925228 ,  59847.2260482 ,  59847.2276540 ,TGF ,  16 ,00011100000010 ,265.4000 , 15.2167
0 ,bn220924906 ,GRB220924906 ,  59846.9045853 ,  59846.9061854 ,GRB ,2048 ,00000000100100 , 66.0000 , -3.6000
0 ,bn220924543 ,UNCERT22092454 ,  59846.5415417 ,  59846.5430706 ,UNCERT ,2048 ,10000001000000 , 18.5167 ,  3.1000
0 ,bn220924352 ,TGF220924352 ,  59846.3506313 ,  59846.3521954 ,TGF ,  16 ,00100001101000 ,124.9333 , 17.9333
0 ,bn220924011 ,SFLARE22092401 ,  59846.0096442 ,  59846.0112323 ,SFLARE ,4096 ,01010000000000 ,194.3167 , -6.2500
0 ,bn220923751 ,SFLARE22092375 ,  59845.7501828 ,  59845.7511799 ,SFLARE ,  64 ,11000000000000 ,309.0000 ,  2.7167
2 ,bn220923481 ,SFLARE22092348 ,  59845.4792793 ,  59845.4808153 ,SFLARE ,  64 ,11000000000000 , 16.3167 ,-11.9500
0 ,bn220921976 ,TGF220921976 ,  59843.9759289 ,  59843.9760344 ,TGF ,  16 ,00000000000011 ,273.8500 , 16.2167
0 ,bn220921473 ,GRB220921473 ,  59843.4716825 ,  59843.4731995 ,GRB ,2048 ,00010100000000 ,238.3500 ,  1.3333
0 ,bn220921462 ,GRB220921462 ,  59843.4609337 ,  59843.4624893 ,GRB , 512 ,01100000001000 ,185.9333 , 22.2333
0 ,bn220920689 ,SFLARE22092068 ,  59842.6870214 ,  59842.6886074 ,SFLARE ,  64 ,01000100000000 ,203.0000 ,-14.6167
1 ,bn220919851 ,LOCLPAR2209198 ,  59841.8491888 ,  59841.8507222 ,LOCLPAR ,  64 ,10000100000000 ,264.8500 ,-14.5667
1 ,bn220919102 ,SFLARE22091910 ,  59841.1004767 ,  59841.1020371 ,SFLARE ,  64 ,01000100000000 , 50.7500 , -8.0833
1 ,bn220918925 ,SFLARE22091892 ,  59840.9230478 ,  59840.9245971 ,SFLARE ,  64 ,00100100000000 ,232.4833 ,-18.9333
1 ,bn220918676 ,SFLARE22091867 ,  59840.6743841 ,  59840.6759926 ,SFLARE ,  64 ,01000100000000 , 41.7167 , 14.0167
1 ,bn220918542 ,SFLARE22091854 ,  59840.5405019 ,  59840.5420509 ,SFLARE ,  64 ,00010100000000 , 80.7500 ,  9.8500
1 ,bn220917858 ,SFLARE22091785 ,  59839.8560653 ,  59839.8576691 ,SFLARE ,  64 ,01000100000000 ,198.6833 ,-23.7333
1 ,bn220917614 ,GRB220917614 ,  59839.6126030 ,  59839.6141852 ,GRB ,1024 ,00000000001100 , 41.3833 ,  0.3333
0 ,bn220917378 ,TGF220917378 ,  59839.3780264 ,  59839.3781305 ,TGF ,  16 ,00000000000011 ,282.7167 , 11.2500
1 ,bn220916660 ,SFLARE22091666 ,  59838.6584761 ,  59838.6600354 ,SFLARE ,  64 ,01000100000000 ,225.1833 , -6.3667
1 ,bn220916408 ,SFLARE22091640 ,  59838.4079525 ,  59838.4081920 ,SFLARE ,  32 ,00010100000000 , 24.0667 ,-25.0833
2 ,bn220916090 ,SFLARE22091609 ,  59838.0888996 ,  59838.0904689 ,SFLARE ,  64 ,01010100000000 ,210.7167 ,-13.5333
0 ,bn220915400 ,GRB220915400 ,  59837.3979820 ,  59837.3995228 ,GRB ,4096 ,01000000010000 ,294.4500 ,  9.5833
0 ,bn220915218 ,GRB220915218 ,  59837.2162285 ,  59837.2178345 ,GRB ,1024 ,00000011100000 , 85.7333 ,-23.0833
0 ,bn220915022 ,GRB220915022 ,  59837.0204319 ,  59837.0219949 ,GRB , 256 ,01100000000000 ,170.1833 ,-24.7667
1 ,bn220912963 ,GRB220912963 ,  59834.9618425 ,  59834.9633688 ,GRB ,  64 ,00000000001100 ,135.8667 , -2.1167
0 ,bn220912035 ,GRB220912035 ,  59834.0334280 ,  59834.0349714 ,GRB ,  64 ,01100000000000 , 94.1000 ,  8.7167
1 ,bn220910867 ,LOCLPAR2209108 ,  59832.8654670 ,  59832.8670314 ,LOCLPAR ,2048 ,00000110000000 ,268.8667 ,-25.4167
2 ,bn220910627 ,GRB220910627 ,  59832.6254588 ,  59832.6270588 ,GRB , 512 ,00000000001100 ,125.1833 , 15.0500
0 ,bn220910242 ,GRB220910242 ,  59832.2403205 ,  59832.2419161 ,GRB , 256 ,00000001000100 ,329.0000 , 25.3167
0 ,bn220909877 ,LOCLPAR2209098 ,  59831.8753131 ,  59831.8768776 ,LOCLPAR ,4096 ,10100110000000 ,270.2667 ,-25.3167
2 ,bn220909286 ,GRB220909286 ,  59831.2847363 ,  59831.2862711 ,GRB , 512 ,10110000000000 ,146.8500 ,-24.9000
1 ,bn220909173 ,TGF220909173 ,  59831.1717585 ,  59831.1733326 ,TGF ,  16 ,00000000000011 ,288.6833 , 10.6167
1 ,bn220908956 ,LOCLPAR2209089 ,  59830.9540346 ,  59830.9555754 ,LOCLPAR ,4096 ,00000110000000 ,263.7167 ,-25.2500
2 ,bn220908575 ,TGF220908575 ,  59830.5737054 ,  59830.5752810 ,TGF ,  16 ,00000000000011 ,127.5000 ,  0.9500
1 ,bn220907896 ,LOCLPAR2209078 ,  59829.8942560 ,  59829.8958442 ,LOCLPAR ,4096 ,00010100000000 ,269.1667 ,-24.6000
2 ,bn220907855 ,UNCERT22090785 ,  59829.8538475 ,  59829.8553866 ,UNCERT ,  16 ,00000000000011 , 62.1000 , 14.1167
1 ,bn220907587 ,GRB220907587 ,  59829.5855624 ,  59829.5871120 ,GRB , 512 ,01000000010000 ,138.5833 ,  4.5500
1 ,bn220906904 ,LOCLPAR2209069 ,  59828.9027130 ,  59828.9042300 ,LOCLPAR ,4096 ,00000000011000 ,262.7167 ,-22.9500
1 ,bn220906529 ,UNCERT22090652 ,  59828.5275574 ,  59828.5291439 ,UNCERT ,  16 ,00010100000010 ,156.5000 , -0.7500
1 ,bn220906021 ,SFLARE22090602 ,  59828.0197796 ,  59828.0213029 ,SFLARE ,  64 ,01000100000000 , 94.3667 , 24.2167
0 ,bn220905985 ,LOCLPAR2209059 ,  59827.9830525 ,  59827.9845932 ,LOCLPAR ,4096 ,00011000000000 ,265.2167 ,-25.4833
0 ,bn220905478 ,GRB220905478 ,  59827.4767102 ,  59827.4782835 ,GRB , 512 ,00000000011100 ,207.1667 , 10.3667
2 ,bn220905433 ,GRB220905433 ,  59827.4316052 ,  59827.4331934 ,GRB , 512 ,00100000001000 ,343.0000 , 16.4500
1 ,bn220905121 ,SFLARE22090512 ,  59827.1196890 ,  59827.1212142 ,SFLARE ,  64 ,01000100000000 ,189.6833 ,-21.0500
1 ,bn220905064 ,LOCLPAR2209050 ,  59827.0629105 ,  59827.0644986 ,LOCLPAR ,4096 ,00001100000000 ,265.4667 ,-24.3500
1 ,bn220904994 ,LOCLPAR2209049 ,  59826.9920929 ,  59826.9936337 ,LOCLPAR ,4096 ,00000000100100 ,262.1833 ,-25.1333
1 ,bn220904924 ,LOCLPAR2209049 ,  59826.9226277 ,  59826.9241685 ,LOCLPAR ,4096 ,01000000100000 ,267.2333 ,-22.2167
1 ,bn220904768 ,SFLARE22090476 ,  59826.7664467 ,  59826.7680382 ,SFLARE ,  64 ,00010100000000 ,197.5500 , 23.9333
0 ,bn220904509 ,SFLARE22090450 ,  59826.5077159 ,  59826.5093040 ,SFLARE ,4096 ,10010000000000 ,321.9833 , 16.7500
0 ,bn220904222 ,TGF220904222 ,  59826.2206827 ,  59826.2222237 ,TGF ,  16 ,00000011000000 ,297.0000 ,  4.9167
0 ,bn220904004 ,LOCLPAR2209040 ,  59826.0025744 ,  59826.0041626 ,LOCLPAR ,4096 ,00000001001000 ,267.6000 ,-25.2500
1 ,bn220903970 ,SFLARE22090397 ,  59825.9683666 ,  59825.9699633 ,SFLARE ,  64 ,00001100000000 , 93.1667 , 24.6500
1 ,bn220903773 ,TGF220903773 ,  59825.7715909 ,  59825.7731242 ,TGF ,  16 ,00000000000011 ,172.2000 , 25.2333
1 ,bn220903511 ,GRB220903511 ,  59825.5097662 ,  59825.5113214 ,GRB ,  32 ,00001100000000 ,281.3167 , 25.5167
1 ,bn220903125 ,GRB220903125 ,  59825.1239231 ,  59825.1254491 ,GRB , 512 ,00110000000000 ,120.1833 , 13.3833
0 ,bn220902438 ,GRB220902438 ,  59824.4359665 ,  59824.4375043 ,GRB , 512 ,00010001000000 ,217.5500 , -2.6167
1 ,bn220901033 ,LOCLPAR2209010 ,  59823.0316072 ,  59823.0331479 ,LOCLPAR ,4096 ,00100000000100 ,269.3167 ,-24.1833
0 ,bn220831664 ,GRB220831664 ,  59822.6627635 ,  59822.6642983 ,GRB ,1024 ,00000001100000 ,191.6667 , 15.8833
1 ,bn220831581 ,GRB220831581 ,  59822.5794003 ,  59822.5809366 ,GRB , 256 ,00000000100100 ,132.9667 ,-20.9167
1 ,bn220831550 ,GRB220831550 ,  59822.5482011 ,  59822.5497241 ,GRB , 256 ,01000100000000 ,334.4667 , 18.0500
1 ,bn220830709 ,UNCERT22083070 ,  59821.7074216 ,  59821.7085357 ,UNCERT ,4096 ,00011000000000 ,  8.2333 ,-17.6000
0 ,bn220830319 ,GRB220830319 ,  59821.3175252 ,  59821.3190659 ,GRB ,2048 ,11010000000000 ,188.3500 ,-25.1500
1 ,bn220829877 ,TGF220829877 ,  59820.8754863 ,  59820.8770445 ,TGF ,  16 ,00000000000011 , 99.6500 ,  3.3667
1 ,bn220829681 ,SFLARE22082968 ,  59820.6795616 ,  59820.6810942 ,SFLARE ,  64 ,00100100000000 ,181.7167 ,  8.0167
0 ,bn220829610 ,GRB220829610 ,  59820.6079896 ,  59820.6095926 ,GRB , 512 ,10010000000000 ,180.6833 , -4.8833
1 ,bn220828983 ,SFLARE22082898 ,  59819.9810773 ,  59819.9826503 ,SFLARE ,  64 ,11000000000000 ,230.6167 ,  5.1833
0 ,bn220828766 ,SFLARE22082876 ,  59819.7642734 ,  59819.7658578 ,SFLARE ,  64 ,00010100000000 ,204.1500 , 23.1167
0 ,bn220828664 ,BELOWHZ2208286 ,  59819.6622589 ,  59819.6638671 ,UNCERT ,  64 ,00001100000000 , 44.4000 ,-18.9333
1 ,bn220828190 ,SFLARE22082819 ,  59819.1882476 ,  59819.1897928 ,SFLARE ,  64 ,01010000000000 ,156.8500 ,  7.6500
0 ,bn220827896 ,GRB220827896 ,  59818.8942807 ,  59818.8958689 ,GRB ,2048 ,00001100000000 , 99.9000 , -0.6333
0 ,bn220827723 ,SFLARE22082772 ,  59818.7214459 ,  59818.7230129 ,SFLARE ,  64 ,00010100000000 ,303.1333 , 17.7000
1 ,bn220827687 ,SGR220827687 ,  59818.6850072 ,  59818.6865591 ,SGR ,  64 ,00001000100000 ,117.1333 ,-22.7833
1 ,bn220827661 ,SFLARE22082766 ,  59818.6598857 ,  59818.6614084 ,SFLARE ,  64 ,10000100000000 ,348.5500 ,  8.8333
2 ,bn220827639 ,SFLARE22082763 ,  59818.6373077 ,  59818.6388492 ,SFLARE ,  64 ,01000100000000 ,229.2333 , 14.8333
0 ,bn220827532 ,SFLARE22082753 ,  59818.5301451 ,  59818.5316873 ,SFLARE ,  64 ,01010000000000 , 47.4333 ,  3.7000
0 ,bn220827385 ,SFLARE22082738 ,  59818.3838342 ,  59818.3853623 ,SFLARE ,  64 ,11010000000000 , 22.4667 , 25.6000
1 ,bn220827257 ,SFLARE22082725 ,  59818.2549755 ,  59818.2565247 ,SFLARE ,  64 ,11000000000000 , 88.5667 , 23.9667
0 ,bn220827173 ,SFL220827173 ,  59818.1715489 ,  59818.1731590 ,SFLARE ,  64 ,00010100000000 , 20.9833 ,  6.6000
0 ,bn220826666 ,SFLARE22082666 ,  59817.6643796 ,  59817.6659530 ,SFLARE ,  64 ,00010100000000 ,324.4333 , 19.9667
1 ,bn220826509 ,SFLARE22082650 ,  59817.5078878 ,  59817.5094537 ,SFLARE ,  64 ,00001100000000 ,245.9333 , -2.4833
1 ,bn220826497 ,GRB220826497 ,  59817.4952234 ,  59817.4967938 ,GRB , 256 ,00011000000000 ,182.4500 ,-24.7000
0 ,bn220826453 ,SFLARE22082645 ,  59817.4519532 ,  59817.4535051 ,SFLARE ,  64 ,00011100000000 ,317.7167 , 19.0500
1 ,bn220826431 ,GRB220826431 ,  59817.4299493 ,  59817.4314782 ,GRB , 256 ,00000011000000 ,210.4500 ,-24.2000
0 ,bn220826218 ,GRB220826218 ,  59817.2160049 ,  59817.2175575 ,GRB ,2048 ,00000001000100 ,198.0167 , -9.1167
0 ,bn220826130 ,SFL220826130 ,  59817.1285744 ,  59817.1301848 ,SFLARE ,  64 ,01000100000000 ,114.9000 , 25.5500
1 ,bn220826059 ,SFLARE22082605 ,  59817.0572664 ,  59817.0588542 ,SFLARE ,  64 ,00010100000000 ,109.7333 , 20.9500
1 ,bn220825861 ,SFLARE22082586 ,  59816.8589801 ,  59816.8605820 ,SFLARE ,  64 ,00010100000000 ,180.8667 , 20.5000
0 ,bn220825082 ,GRB220825082 ,  59816.0802469 ,  59816.0818114 ,GRB ,4096 ,00011000000000 ,183.9000 , 20.8167
1 ,bn220823618 ,GRB220823618 ,  59814.6168841 ,  59814.6184486 ,GRB ,4096 ,01000000010000 ,292.5500 , 22.2167
4 ,bn220823145 ,GRB220823145 ,  59814.1434981 ,  59814.1450508 ,GRB , 128 ,10100000000000 , 46.7167 , -0.8500
0 ,bn220822269 ,LOCLPAR2208222 ,  59813.2675572 ,  59813.2691454 ,LOCLPAR ,4096 ,00000010010000 ,268.5500 ,-25.1833
1 ,bn220821349 ,LOCLPAR2208213 ,  59812.3475048 ,  59812.3490692 ,LOCLPAR ,4096 ,00100000000100 ,269.2167 ,-25.3333
0 ,bn220821296 ,GRB220821296 ,  59812.2940320 ,  59812.2955491 ,GRB ,4096 ,11000100000000 ,357.0167 , -5.5500
1 ,bn220821279 ,LOCLPAR2208212 ,  59812.2773432 ,  59812.2789076 ,LOCLPAR ,4096 ,00000001000100 ,269.8000 ,-24.9167
1 ,bn220820998 ,GRB220820998 ,  59811.9966108 ,  59811.9982201 ,GRB ,  64 ,00000000011000 ,284.3000 ,  6.5167
0 ,bn220820288 ,LOCLPAR2208202 ,  59811.2867028 ,  59811.2882436 ,LOCLPAR ,4096 ,00000001010000 ,268.6833 ,-24.2500
1 ,bn220820236 ,LOCLPAR2208202 ,  59811.2351406 ,  59811.2359818 ,LOCLPAR ,  64 ,00110000001000 ,  7.2500 ,-13.9667
0 ,bn220820167 ,LOCLPAR2208201 ,  59811.1663884 ,  59811.1666279 ,LOCLPAR ,  32 ,01010111100000 , 14.6167 ,-20.0167
1 ,bn220820098 ,LOCLPAR2208200 ,  59811.0973241 ,  59811.0982605 ,LOCLPAR ,2048 ,10000000000100 , 26.2000 ,-23.1667
1 ,bn220819956 ,LOCLPAR2208199 ,  59810.9553980 ,  59810.9556495 ,LOCLPAR ,  64 ,11111101101100 , 15.4833 ,-21.2667
0 ,bn220819438 ,LOCLPAR2208194 ,  59810.4367778 ,  59810.4383659 ,LOCLPAR ,4096 ,00000001000100 ,268.5000 ,-23.2333
